"Land_cover","Band1","Band2","Band3","Band4"
"Agriculture",0.0648922026157379,0.0780930146574974,0.105198822915554,0.191586002707481
"Agriculture",0.0391956456005573,0.0520987622439861,0.0448950119316578,0.239994719624519
"Agriculture",0.0464999973773956,0.0595999956130981,0.0456999987363815,0.273100018501282
"Agriculture",0.0453999936580658,0.062899999320507,0.0480999946594238,0.278899997472763
"Agriculture",0.0651954710483551,0.079598143696785,0.107493676245213,0.162384957075119
"Agriculture",0.0713945627212524,0.0917908251285553,0.11639542132616,0.172076061367989
"Agriculture",0.0571941062808037,0.0623962208628654,0.0865872651338577,0.133781000971794
"Agriculture",0.0469921678304672,0.0638966783881187,0.0513974875211716,0.261295318603516
"Agriculture",0.0484953820705414,0.0552908778190613,0.0563875585794449,0.183077350258827
"Agriculture",0.0576965808868408,0.078296110033989,0.0857958644628525,0.257988125085831
"Agriculture",0.0652950778603554,0.0772942900657654,0.106989800930023,0.174097925424576
"Agriculture",0.0385966636240482,0.0452959276735783,0.0360890999436378,0.237588122487068
"Agriculture",0.0539970435202122,0.0662973448634148,0.0680883303284645,0.212876722216606
"Agriculture",0.0539970435202122,0.0628947764635086,0.0699834451079369,0.140878051519394
"Agriculture",0.0388955995440483,0.049594022333622,0.0386883169412613,0.246274903416634
"Agriculture",0.0723952651023865,0.0855999067425728,0.117586717009544,0.159281611442566
"Agriculture",0.0561934150755405,0.0630932524800301,0.0829966738820076,0.15659736096859
"Agriculture",0.0568952299654484,0.0722943693399429,0.0764857903122902,0.213983207941055
"Agriculture",0.0424955263733864,0.0547971650958061,0.044295322149992,0.219477429986
"Agriculture",0.0537934824824333,0.0644968599081039,0.0758859515190125,0.187681600451469
"Agriculture",0.053299568593502,0.0649905800819397,0.0769899636507034,0.172687083482742
"Agriculture",0.051198560744524,0.0647969469428062,0.0772941783070564,0.158175095915794
"Agriculture",0.0398962683975697,0.0552956759929657,0.0462947189807892,0.240691512823105
"Agriculture",0.0837929248809814,0.10389120131731,0.140789732336998,0.222898453474045
"Agriculture",0.0592952035367489,0.0767956376075745,0.0915941447019577,0.181983679533005
"Agriculture",0.0578915737569332,0.0658956319093704,0.0897862613201141,0.12978857755661
"Agriculture",0.0593990944325924,0.0670912489295006,0.0906903892755508,0.155683502554893
"Agriculture",0.0575969405472279,0.0680931285023689,0.0825969055294991,0.156775772571564
"Agriculture",0.0596980005502701,0.0823909938335419,0.0795892924070358,0.273797065019608
"Agriculture",0.0579998530447483,0.0722943693399429,0.11098862439394,0.177277728915215
"Agriculture",0.0678942501544952,0.0824926346540451,0.122393451631069,0.193595260381699
"Agriculture",0.0469964891672134,0.0586935132741928,0.0512932389974594,0.225582376122475
"Agriculture",0.0620937533676624,0.0825944542884827,0.0934895724058151,0.237384781241417
"Agriculture",0.0504967570304871,0.0654987618327141,0.0608989857137203,0.234675750136375
"Agriculture",0.051599994301796,0.0620999932289124,0.0741999968886375,0.191399991512299
"Agriculture",0.0451986864209175,0.0561911500990391,0.0538838244974613,0.207280799746513
"Agriculture",0.0455929189920425,0.061094231903553,0.0461905002593994,0.263088315725327
"Agriculture",0.0459957830607891,0.0631948634982109,0.0530841387808323,0.25279912352562
"Agriculture",0.053299568593502,0.0646952539682388,0.0816842317581177,0.120896309614182
"Agriculture",0.0636921748518944,0.0720958933234215,0.0948974415659904,0.14128603041172
"Agriculture",0.0559984110295773,0.0696903690695763,0.092585563659668,0.165678724646568
"Agriculture",0.0558944940567017,0.0698984563350677,0.0877952426671982,0.157386839389801
"Agriculture",0.0407973453402519,0.0495988316833973,0.0381927937269211,0.226180091500282
"Agriculture",0.0507956594228745,0.0596906095743179,0.0598907619714737,0.155988290905952
"Agriculture",0.0412955358624458,0.050295814871788,0.0427913926541805,0.241797834634781
"Agriculture",0.050098218023777,0.0570962354540825,0.0509976670145988,0.229295521974564
"Agriculture",0.0406992435455322,0.0589978396892548,0.0453924052417278,0.273794054985046
"Agriculture",0.0498989336192608,0.0637998282909393,0.0589953027665615,0.25877720117569
"Agriculture",0.0414963588118553,0.0598957091569901,0.0500992015004158,0.285990536212921
"Agriculture",0.0774980634450912,0.0959920063614845,0.135294198989868,0.220189407467842
"Agriculture",0.049491748213768,0.0607989579439163,0.0634897947311401,0.20658104121685
"Agriculture",0.061495803296566,0.0762971118092537,0.0978881493210793,0.166976973414421
"Agriculture",0.081197664141655,0.0987944230437279,0.135294198989868,0.22679029405117
"Agriculture",0.0356999933719635,0.0428999960422516,0.0314999967813492,0.244699999690056
"Agriculture",0.0629990175366402,0.0758954361081123,0.0999916642904282,0.176375150680542
"Agriculture",0.050098218023777,0.0633933395147324,0.0714958533644676,0.16547517478466
"Agriculture",0.0616951063275337,0.0796997845172882,0.113396212458611,0.214682802557945
"Agriculture",0.0537934824824333,0.0633933395147324,0.0608989857137203,0.233683720231056
"Agriculture",0.0528966523706913,0.0643951967358589,0.0823969841003418,0.172877445816994
"Agriculture",0.0427944213151932,0.0544922687113285,0.0435998700559139,0.257187515497208
"Agriculture",0.0678985267877579,0.0927972197532654,0.115595154464245,0.202981576323509
"Agriculture",0.0583940893411636,0.0698936954140663,0.0810928866267204,0.166390582919121
"Agriculture",0.053799994289875,0.0808999910950661,0.0662999972701073,0.328700006008148
"Agriculture",0.0384999960660934,0.0481999963521957,0.0368999987840652,0.270700007677078
"Agriculture",0.0407973453402519,0.0477934665977955,0.0402878522872925,0.229893460869789
"Agriculture",0.0687995851039886,0.0803967043757439,0.104590535163879,0.163886621594429
"Agriculture",0.0459999963641167,0.0594999939203262,0.053399994969368,0.214399978518486
"Agriculture",0.0324952639639378,0.0396966710686684,0.0310909561812878,0.212882623076439
"Agriculture",0.0670970380306244,0.0844963788986206,0.120098769664764,0.177977502346039
"Agriculture",0.041399497538805,0.0486937388777733,0.0405834428966045,0.228380158543587
"Agriculture",0.0365950614213943,0.0407990217208862,0.0330922044813633,0.193687424063683
"Agriculture",0.0428983941674232,0.0640954002737999,0.0547937601804733,0.271994978189468
"Agriculture",0.0639954060316086,0.0881943702697754,0.106390170753002,0.276696652173996
"Forest",0.0228963606059551,0.0256969295442104,0.0190971046686172,0.189783081412315
"Forest",0.0194960478693247,0.0254992544651031,0.0184955857694149,0.236996054649353
"Forest",0.0275993030518293,0.028996903449297,0.0204933937638998,0.193594500422478
"Forest",0.031199999153614,0.0367999970912933,0.0274999979883432,0.235399976372719
"Forest",0.0324928350746632,0.0434905700385571,0.0286912973970175,0.351888239383698
"Forest",0.0372927412390709,0.0420917645096779,0.0317860133945942,0.234879478812218
"Forest",0.0240973047912121,0.0275954511016607,0.0227973498404026,0.214186534285545
"Forest",0.0333999991416931,0.0438999980688095,0.032200001180172,0.33270001411438
"Forest",0.0336928144097328,0.0417916774749756,0.0285869650542736,0.310298979282379
"Forest",0.0312999933958054,0.0432999953627586,0.0296999979764223,0.349000006914139
"Forest",0.0437951274216175,0.0579917021095753,0.0477986335754395,0.29409596323967
"Forest",0.0388955995440483,0.0395990461111069,0.0331856049597263,0.182784870266914
"Forest",0.0315962061285973,0.044697929173708,0.032183438539505,0.303177386522293
"Forest",0.0371999964118004,0.0462999939918518,0.0353999957442284,0.245199993252754
"Forest",0.0315999984741211,0.0401999950408936,0.0263999979943037,0.284299999475479
"Forest",0.0313999950885773,0.0439999997615814,0.0286999996751547,0.35249999165535
"Forest",0.0383999943733215,0.0450999960303307,0.0329999998211861,0.245199993252754
"Forest",0.0286999940872192,0.0310999974608421,0.0296999979764223,0.161699995398521
"Forest",0.0276999995112419,0.0383000001311302,0.0266999993473291,0.287000000476837
"Forest",0.0356999933719635,0.0419999957084656,0.0305999983102083,0.296299993991852
"Forest",0.0326921157538891,0.0414915829896927,0.0286912973970175,0.309993743896484
"Forest",0.0331999957561493,0.0365999937057495,0.0268999990075827,0.219400003552437
"Forest",0.0250976700335741,0.0279998797923326,0.0216937437653542,0.208196774125099
"Forest",0.0324999988079071,0.0398999974131584,0.0277999993413687,0.278699994087219
"Forest",0.0295975282788277,0.0376945920288563,0.0266965609043837,0.310093104839325
"Forest",0.0234977975487709,0.025493735447526,0.0207901764661074,0.189886137843132
"Forest",0.031700000166893,0.0358999967575073,0.0272999983280897,0.226499989628792
"Forest",0.0335999950766563,0.0452999994158745,0.0308999996632338,0.327600002288818
"Forest",0.0248989351093769,0.0285961870104074,0.0232928413897753,0.195595994591713
"Forest",0.0322935655713081,0.0464914739131927,0.0273960120975971,0.399694889783859
"Forest",0.0267999991774559,0.0332999974489212,0.0233999993652105,0.253899991512299
"Forest",0.0229985136538744,0.0246937721967697,0.0213894154876471,0.151986390352249
"Forest",0.0308943167328835,0.0332923606038094,0.0256834886968136,0.299589991569519
"Forest",0.0324999988079071,0.0411999970674515,0.0263000000268221,0.330300003290176
"Forest",0.0324999988079071,0.0409999936819077,0.0274999979883432,0.314999997615814
"Forest",0.0269955098628998,0.0340957902371883,0.0233971271663904,0.280690491199493
"Forest",0.033497866243124,0.0439987741410732,0.031394824385643,0.328499138355255
"Forest",0.0277999937534332,0.0314999967813492,0.0219000000506639,0.16559998691082
"Forest",0.0267999991774559,0.028999999165535,0.0215000007301569,0.196199998259544
"Forest",0.0334999933838844,0.0401999950408936,0.0297999996691942,0.280699998140335
"Forest",0.026699997484684,0.0358999967575073,0.0250999983400106,0.263799995183945
"Forest",0.0274999402463436,0.0337961949408054,0.0237984601408243,0.218998298048973
"Forest",0.0319946557283401,0.0434905700385571,0.030195165425539,0.342895656824112
"Forest",0.0265969019383192,0.0315982550382614,0.023884043097496,0.288678020238876
"Forest",0.0300987362861633,0.0379991419613361,0.0284929927438498,0.279198378324509
"Forest",0.0314921364188194,0.0355962514877319,0.0276829078793526,0.211986318230629
"Forest",0.0214980393648148,0.0227940734475851,0.019893754273653,0.158086135983467
"Forest",0.021798936650157,0.0221971552819014,0.0182982105761766,0.141696095466614
"Forest",0.0262980163097382,0.0288926940411329,0.0222931280732155,0.21207569539547
"Forest",0.0269955098628998,0.031898345798254,0.0222931280732155,0.255381286144257
"Forest",0.0352999828755856,0.0381905920803547,0.0286912973970175,0.276989698410034
"Forest",0.0313999950885773,0.0414999946951866,0.0264999996870756,0.32370001077652
"Forest",0.0288941785693169,0.0387933105230331,0.0254909750074148,0.307494312524796
"Forest",0.0229969508945942,0.0252963937819004,0.0183902140706778,0.162677645683289
"Forest",0.0287999957799911,0.0315999984741211,0.023700000718236,0.186299994587898
"Forest",0.0314921364188194,0.0446957610547543,0.031394824385643,0.353489845991135
"Forest",0.0340913571417332,0.0427984111011028,0.0286912973970175,0.355690866708755
"Forest",0.0345999971032143,0.0388999953866005,0.0292000006884336,0.278699994087219
"Forest",0.0316914170980453,0.0339941829442978,0.0276829078793526,0.219083115458488
"Forest",0.0320999994874001,0.0389999970793724,0.0290000010281801,0.270799994468689
"Forest",0.0370934680104256,0.0425951406359673,0.0400965064764023,0.250599056482315
"Forest",0.0355945751070976,0.0426967740058899,0.0299865640699863,0.308798313140869
"Forest",0.0297962538897991,0.0353991352021694,0.0276955049484968,0.264697670936584
"Forest",0.0310999974608421,0.0383000001311302,0.0257999990135431,0.279500007629395
"Forest",0.0292999967932701,0.0370999947190285,0.0283000003546476,0.240299984812737
"Forest",0.0325999930500984,0.0427999943494797,0.0283999983221292,0.317800015211105
"Forest",0.0313924998044968,0.0351945422589779,0.0272916834801435,0.290789067745209
"Forest",0.0285940114408731,0.0422998741269112,0.0263962857425213,0.345795810222626
"Forest",0.0275976210832596,0.0409978628158569,0.0256834886968136,0.312575966119766
"Forest",0.0224942415952682,0.0199953652918339,0.0167916603386402,0.152486875653267
"Forest",0.0345981977880001,0.0425951406359673,0.0303864367306232,0.283399432897568
"Forest",0.0246999934315681,0.0268999934196472,0.022699998691678,0.1317999958992
"Forest",0.0365999937057495,0.0442999973893166,0.0341999977827072,0.217099979519844
"Forest",0.0245964583009481,0.0280992593616247,0.0214964151382446,0.210993140935898
"Forest",0.0255999937653542,0.0300999954342842,0.0226000007241964,0.216099992394447
"Forest",0.0256958305835724,0.030494736507535,0.0224844720214605,0.240386456251144
"Forest",0.0301925241947174,0.0335972495377064,0.027787221595645,0.198276042938232
"Forest",0.0258940346539021,0.0346949771046638,0.0237966943532228,0.298489809036255
"Forest",0.0274999961256981,0.0333999991416931,0.0237999986857176,0.227399989962578
"Forest",0.0328999981284142,0.0455999970436096,0.0283000003546476,0.316000014543533
"Forest",0.0258940346539021,0.0322930105030537,0.0238946788012981,0.244390591979027
"Forest",0.0250937324017286,0.031399805098772,0.019693860784173,0.249695718288422
"Forest",0.0261972416192293,0.0300997570157051,0.0228981897234917,0.247696757316589
"Forest",0.0307946819812059,0.0335924476385117,0.0245968401432037,0.302184998989105
"Forest",0.0310999974608421,0.0372999981045723,0.0263000000268221,0.286500006914139
"Forest",0.0313999950885773,0.0358999967575073,0.0263999979943037,0.239899978041649
"Forest",0.0229956656694412,0.0277979094535112,0.0214964151382446,0.211195066571236
"Forest",0.0277999937534332,0.0333999991416931,0.0235000010579824,0.216499999165535
"Forest",0.0306999981403351,0.0361999943852425,0.0250999983400106,0.262699991464615
"Forest",0.0262980163097382,0.0289990566670895,0.0212849117815495,0.226599499583244
"Forest",0.0348971076309681,0.0418981313705444,0.0295953508466482,0.29709729552269
"Forest",0.0260987374931574,0.0297929123044014,0.0228929780423641,0.182975918054581
"Forest",0.0347974710166454,0.0462978407740593,0.0288998670876026,0.323488175868988
"Forest",0.0314999967813492,0.0392999947071075,0.0272000003606081,0.252000004053116
"Forest",0.0209974460303783,0.0241976510733366,0.0202919784933329,0.221996977925301
"Forest",0.0252952333539724,0.0292964894324541,0.0219892989844084,0.225091218948364
"Forest",0.0318999961018562,0.0353999957442284,0.0250999983400106,0.283199995756149
"Forest",0.0312999933958054,0.0418999940156937,0.0272000003606081,0.309000015258789
"Forest",0.0304999947547913,0.0411999970674515,0.0276999976485968,0.314599990844727
"Forest",0.0331999957561493,0.0396999940276146,0.0272999983280897,0.280800014734268
"Forest",0.0301999971270561,0.0351999998092651,0.0244999993592501,0.247699990868568
"Forest",0.0310935936868191,0.0321984365582466,0.0238926839083433,0.181183025240898
"Forest",0.023499995470047,0.0277999937534332,0.0209999997168779,0.17739999294281
"Forest",0.0236971564590931,0.0281941816210747,0.0213894154876471,0.252587586641312
"Forest",0.0362963527441025,0.0425999611616135,0.0309949275106192,0.315984427928925
"Forest",0.0319946557283401,0.0360996089875698,0.0270830634981394,0.270998954772949
"Forest",0.0311975535005331,0.0465931072831154,0.0269874390214682,0.389991998672485
"Forest",0.0308999940752983,0.0415999963879585,0.0265999976545572,0.337700009346008
"Forest",0.0326999947428703,0.0419999957084656,0.0285000000149012,0.388000011444092
"Forest",0.0270930323749781,0.0384915955364704,0.0238946788012981,0.311983168125153
"Forest",0.0336999967694283,0.0408999994397163,0.0286999996751547,0.291500002145767
"Forest",0.028199777007103,0.0301946606487036,0.0230929274111986,0.194994196295738
"Forest",0.0215934421867132,0.0194966476410627,0.0150834210216999,0.077585481107235
"Forest",0.0176940187811852,0.0146938636898994,0.0132906334474683,0.0791855826973915
"Forest",0.0310935936868191,0.0355914570391178,0.0279957987368107,0.280398190021515
"Forest",0.0246980134397745,0.0232936274260283,0.0200987476855516,0.148495212197304
"Forest",0.0307946819812059,0.0360996089875698,0.0262833200395107,0.27279257774353
"Forest",0.0308999940752983,0.0383999943733215,0.0285000000149012,0.266299992799759
"Forest",0.0330999940633774,0.0419999957084656,0.0303999986499548,0.316700011491776
"Forest",0.0297999978065491,0.0403999984264374,0.0248999986797571,0.277900010347366
"Forest",0.0339917205274105,0.0420917645096779,0.0300908703356981,0.286783039569855
"Forest",0.0212932787835598,0.0206996574997902,0.0172901526093483,0.154287695884705
"Forest",0.028091499581933,0.0300930198282003,0.0237884093075991,0.229677677154541
"Forest",0.0359931215643883,0.0417964942753315,0.0317946970462799,0.298190921545029
"Forest",0.0255966745316982,0.027595940977335,0.0220965947955847,0.235897704958916
"Forest",0.0213942229747772,0.0242993198335171,0.0204937122762203,0.152794167399406
"Forest",0.0322978794574738,0.0381905920803547,0.0269874390214682,0.280194818973541
"Forest",0.0297999978065491,0.0331999957561493,0.0253999996930361,0.216299995779991
"Forest",0.0269997734576464,0.0403928607702255,0.0243882276117802,0.310794949531555
"Forest",0.0331989489495754,0.0379921458661556,0.0284826494753361,0.253587633371353
"Forest",0.0262999981641769,0.028999999165535,0.0219999980181456,0.179499998688698
"Forest",0.0381937995553017,0.0446909219026566,0.0308906398713589,0.278490155935287
"Forest",0.0322999954223633,0.0347999930381775,0.0263000000268221,0.230099990963936
"Forest",0.0268999934196472,0.0285999998450279,0.0206999983638525,0.16219998896122
"Forest",0.0300965402275324,0.0397944860160351,0.0294919032603502,0.229698732495308
"Forest",0.026492964476347,0.0315934717655182,0.0233885180205107,0.241899713873863
"Forest",0.0364999659359455,0.0395942367613316,0.0310992579907179,0.259196668863297
"Forest",0.031700000166893,0.0420999974012375,0.0283999983221292,0.34349998831749
"Forest",0.023999996483326,0.0279999971389771,0.020899998024106,0.195099994540215
"Forest",0.0312999933958054,0.0456999987363815,0.0305000003427267,0.356200009584427
"Forest",0.0452983230352402,0.0507943741977215,0.0406877137720585,0.226078197360039
