"","LN.5years.","Code","Values"
"51066","2009","X600673","-3.479508161"
"51067","2010","X600673","-3.555794988"
"51068","2011","X600673","-3.682115108"
"51069","2012","X600673","-3.676144542"
"51070","2013","X600673","-3.898621761"
"51071","2014","X600673","-3.801870875"
"51072","2015","X600673","-3.802815394"
"51073","1995","X600674",NA
"51074","1996","X600674",NA
"51075","1997","X600674",NA
"51076","1998","X600674",NA
"51077","1999","X600674",NA
"51078","2000","X600674","-3.384629366"
"51079","2001","X600674","-2.636501016"
"51080","2002","X600674","-2.780802449"
"51081","2003","X600674","-3.011969861"
"51082","2004","X600674","-3.134443035"
"51083","2005","X600674","-3.216901067"
"51084","2006","X600674","-3.683830092"
"51085","2007","X600674","-4.116459443"
"51086","2008","X600674","-3.564683637"
"51087","2009","X600674","-3.843974482"
"51088","2010","X600674","-3.749385101"
"51089","2011","X600674","-3.797033329"
"51090","2012","X600674","-3.900036363"
"51091","2013","X600674","-4.016788818"
"51092","2014","X600674","-3.656216436"
"51093","2015","X600674","-2.814555808"
"51094","1995","X600675",NA
"51095","1996","X600675",NA
"51096","1997","X600675",NA
"51097","1998","X600675",NA
"51098","1999","X600675",NA
"51099","2000","X600675","-5.214641403"
"51100","2001","X600675","-4.876853141"
"51101","2002","X600675","-4.793699951"
"51102","2003","X600675","-4.546951392"
"51103","2004","X600675","-4.515769021"
"51104","2005","X600675","-4.515571749"
"51105","2006","X600675","-3.938193366"
"51106","2007","X600675","-3.929836364"
"51107","2008","X600675","-3.276693878"
"51108","2009","X600675","-3.354009249"
"51109","2010","X600675","-3.476436575"
"51110","2011","X600675","-3.307539407"
"51111","2012","X600675","-3.251002642"
"51112","2013","X600675","-3.857842127"
"51113","2014","X600675","-3.63789497"
"51114","2015","X600675","-3.719936514"
"51115","1995","X600676",NA
"51116","1996","X600676",NA
"51117","1997","X600676",NA
"51118","1998","X600676",NA
"51119","1999","X600676",NA
"51120","2000","X600676","-1.988409144"
"51121","2001","X600676","-2.254502663"
"51122","2002","X600676","-2.537002823"
"51123","2003","X600676","-2.539496619"
"51124","2004","X600676","-3.005873014"
"51125","2005","X600676","-4.329470092"
"51126","2006","X600676","-4.417084945"
"51127","2007","X600676","-4.369430888"
"51128","2008","X600676","-4.380829299"
"51129","2009","X600676","-4.207795966"
"51130","2010","X600676","-5.253518457"
"51131","2011","X600676","-4.705336623"
"51132","2012","X600676","-4.647128918"
"51133","2013","X600676","-4.646378338"
"51134","2014","X600676","-5.016939157"
"51135","2015","X600676","-5.231934375"
"51136","1995","X600677",NA
"51137","1996","X600677",NA
"51138","1997","X600677",NA
"51139","1998","X600677",NA
"51140","1999","X600677",NA
"51141","2000","X600677","-4.016577439"
"51142","2001","X600677","-3.862286054"
"51143","2002","X600677","-3.826058402"
"51144","2003","X600677","-3.75801169"
"51145","2004","X600677","-3.831883775"
"51146","2005","X600677","-3.72527499"
"51147","2006","X600677","-4.861856147"
"51148","2007","X600677","-2.546759312"
"51149","2008","X600677","-2.548819358"
"51150","2009","X600677","-2.568821665"
"51151","2010","X600677","-2.586705517"
"51152","2011","X600677","-2.598903757"
"51153","2012","X600677","-4.580075886"
"51154","2013","X600677","-4.584795074"
"51155","2014","X600677","-4.337142176"
"51156","2015","X600677","-3.685466362"
"51157","1995","X600678",NA
"51158","1996","X600678",NA
"51159","1997","X600678",NA
"51160","1998","X600678",NA
"51161","1999","X600678",NA
"51162","2000","X600678","-4.063429401"
"51163","2001","X600678","-4.063779333"
"51164","2002","X600678","-2.872990823"
"51165","2003","X600678","-2.889256752"
"51166","2004","X600678","-2.868959355"
"51167","2005","X600678","-2.881900291"
"51168","2006","X600678","-2.911708044"
"51169","2007","X600678","-4.589273393"
"51170","2008","X600678","-4.56537363"
"51171","2009","X600678","-4.440403853"
"51172","2010","X600678","-1.892997775"
"51173","2011","X600678","-1.598076025"
"51174","2012","X600678","-1.685322279"
"51175","2013","X600678","-0.935734646"
"51176","2014","X600678","-0.974443435"
"51177","2015","X600678","-0.914867587"
"51178","1995","X600679",NA
"51179","1996","X600679",NA
"51180","1997","X600679",NA
"51181","1998","X600679",NA
"51182","1999","X600679",NA
"51183","2000","X600679","-2.842032958"
"51184","2001","X600679","-2.854499244"
"51185","2002","X600679","-2.808752407"
"51186","2003","X600679","-2.772086015"
"51187","2004","X600679","-4.708859371"
"51188","2005","X600679","-5.698545836"
"51189","2006","X600679","-4.393412138"
"51190","2007","X600679","-4.182944713"
"51191","2008","X600679","-3.687922219"
"51192","2009","X600679","-3.77939389"
"51193","2010","X600679","-3.997850934"
"51194","2011","X600679","-3.662295698"
"51195","2012","X600679","-3.65513907"
"51196","2013","X600679","-3.983651581"
"51197","2014","X600679","-3.72569234"
"51198","2015","X600679","-3.514352545"
"51199","1995","X600680",NA
"51200","1996","X600680",NA
"51201","1997","X600680",NA
"51202","1998","X600680",NA
"51203","1999","X600680",NA
"51204","2000","X600680","-3.184363547"
"51205","2001","X600680","-3.362063831"
"51206","2002","X600680","-3.546811302"
"51207","2003","X600680","-4.1424431"
"51208","2004","X600680","-4.389218543"
"51209","2005","X600680","-3.78622968"
"51210","2006","X600680","-3.593854618"
"51211","2007","X600680","-2.893532545"
"51212","2008","X600680","-2.708570279"
"51213","2009","X600680","-2.580254816"
"51214","2010","X600680","-2.579898346"
"51215","2011","X600680","-2.536466293"
"51216","2012","X600680","-3.658950543"
"51217","2013","X600680","-3.681710464"
"51218","2014","X600680","-3.923764118"
"51219","2015","X600680","-3.812288517"
"51220","1995","X600681",NA
"51221","1996","X600681",NA
"51222","1997","X600681",NA
"51223","1998","X600681",NA
"51224","1999","X600681",NA
"51225","2000","X600681","-3.227903793"
"51226","2001","X600681","-3.432282253"
"51227","2002","X600681","-3.583679651"
"51228","2003","X600681","-2.725788633"
"51229","2004","X600681","-0.297744913"
"51230","2005","X600681","-0.32701899"
"51231","2006","X600681","-0.363861964"
"51232","2007","X600681","-0.415748659"
"51233","2008","X600681","-0.452816328"
"51234","2009","X600681","-2.30405374"
"51235","2010","X600681","-1.463941064"
"51236","2011","X600681","-1.511276205"
"51237","2012","X600681","-1.205694756"
"51238","2013","X600681","-1.0370721"
"51239","2014","X600681","-0.933917461"
"51240","2015","X600681","-1.226810069"
"51241","1995","X600682",NA
"51242","1996","X600682",NA
"51243","1997","X600682",NA
"51244","1998","X600682",NA
"51245","1999","X600682",NA
"51246","2000","X600682","-4.218632212"
"51247","2001","X600682","-4.2303688"
"51248","2002","X600682","-4.526575726"
"51249","2003","X600682","-4.482770091"
"51250","2004","X600682","-4.566485685"
"51251","2005","X600682","-4.318050352"
"51252","2006","X600682","-4.830628774"
"51253","2007","X600682","-3.741726028"
"51254","2008","X600682","-3.741627185"
"51255","2009","X600682","-3.73497337"
"51256","2010","X600682","-3.786492783"
"51257","2011","X600682","-3.76250496"
"51258","2012","X600682","-4.708256437"
"51259","2013","X600682","-4.39840696"
"51260","2014","X600682","-4.404999387"
"51261","2015","X600682","-4.385735005"
"51262","1995","X600683",NA
"51263","1996","X600683",NA
"51264","1997","X600683",NA
"51265","1998","X600683",NA
"51266","1999","X600683",NA
"51267","2000","X600683","-1.983529662"
"51268","2001","X600683","-2.061410177"
"51269","2002","X600683","-2.103705169"
"51270","2003","X600683","-2.085312436"
"51271","2004","X600683","-2.040516819"
"51272","2005","X600683","-3.199497151"
"51273","2006","X600683","-3.237727075"
"51274","2007","X600683","-3.407902761"
"51275","2008","X600683","-3.351559845"
"51276","2009","X600683","-3.425663197"
"51277","2010","X600683","-3.644874991"
"51278","2011","X600683","-3.837912047"
"51279","2012","X600683","-3.717222179"
"51280","2013","X600683","-3.693628045"
"51281","2014","X600683","-3.904260678"
"51282","2015","X600683","-3.974570014"
"51283","1995","X600684",NA
"51284","1996","X600684",NA
"51285","1997","X600684",NA
"51286","1998","X600684",NA
"51287","1999","X600684",NA
"51288","2000","X600684","-2.798556133"
"51289","2001","X600684","-2.607750205"
"51290","2002","X600684","-2.854209029"
"51291","2003","X600684","-2.893983526"
"51292","2004","X600684","-2.95644472"
"51293","2005","X600684","-2.947235786"
"51294","2006","X600684","-5.097996175"
"51295","2007","X600684","-4.930232564"
"51296","2008","X600684","-4.747214908"
"51297","2009","X600684","-4.890859822"
"51298","2010","X600684","-4.222725847"
"51299","2011","X600684","-3.308247438"
"51300","2012","X600684","-2.853395429"
"51301","2013","X600684","-2.564974202"
"51302","2014","X600684","-2.840564512"
"51303","2015","X600684","-2.823964018"
"51304","1995","X600685",NA
"51305","1996","X600685",NA
"51306","1997","X600685",NA
"51307","1998","X600685",NA
"51308","1999","X600685",NA
"51309","2000","X600685","-3.711429953"
"51310","2001","X600685","-1.888284863"
"51311","2002","X600685","-1.91084489"
"51312","2003","X600685","-1.965215858"
"51313","2004","X600685","-1.994110342"
"51314","2005","X600685","-2.004549838"
"51315","2006","X600685","-3.108851573"
"51316","2007","X600685","-2.686764858"
"51317","2008","X600685","-2.12063412"
"51318","2009","X600685","-2.15978074"
"51319","2010","X600685","-2.414617137"
"51320","2011","X600685","-2.637334006"
"51321","2012","X600685","-2.569070006"
"51322","2013","X600685","-2.35312281"
"51323","2014","X600685","-2.533990517"
"51324","2015","X600685","-2.558719916"
"51325","1995","X600686",NA
"51326","1996","X600686",NA
"51327","1997","X600686",NA
"51328","1998","X600686",NA
"51329","1999","X600686",NA
"51330","2000","X600686","-4.63075314"
"51331","2001","X600686","-4.598855996"
"51332","2002","X600686","-4.51556019"
"51333","2003","X600686","-3.156999973"
"51334","2004","X600686","-2.896204423"
"51335","2005","X600686","-2.987054793"
"51336","2006","X600686","-3.017676077"
"51337","2007","X600686","-3.12476246"
"51338","2008","X600686","-3.288601698"
"51339","2009","X600686","-3.500683136"
"51340","2010","X600686","-3.586059692"
"51341","2011","X600686","-3.588411451"
"51342","2012","X600686","-3.682419964"
"51343","2013","X600686","-4.426689521"
"51344","2014","X600686","-4.223635172"
"51345","2015","X600686","-4.14541491"
"51346","1995","X600687",NA
"51347","1996","X600687",NA
"51348","1997","X600687",NA
"51349","1998","X600687",NA
"51350","1999","X600687",NA
"51351","2000","X600687","-2.845548627"
"51352","2001","X600687","-2.832595008"
"51353","2002","X600687","-3.166802991"
"51354","2003","X600687","-3.226774478"
"51355","2004","X600687","-3.096593742"
"51356","2005","X600687","-3.284214574"
"51357","2006","X600687","-3.523088766"
"51358","2007","X600687","-4.15159372"
"51359","2008","X600687","-4.56758558"
"51360","2009","X600687","-4.669998492"
"51361","2010","X600687","-4.789730469"
"51362","2011","X600687","-5.044440893"
"51363","2012","X600687","-2.101476301"
"51364","2013","X600687","-1.975818104"
"51365","2014","X600687","-2.045292525"
"51366","2015","X600687","-2.178749307"
"51367","1995","X600688",NA
"51368","1996","X600688",NA
"51369","1997","X600688",NA
"51370","1998","X600688",NA
"51371","1999","X600688",NA
"51372","2000","X600688","-2.73824926"
"51373","2001","X600688","-3.56760276"
"51374","2002","X600688","-3.728461086"
"51375","2003","X600688","-3.758858017"
"51376","2004","X600688","-3.826728445"
"51377","2005","X600688","-2.748666987"
"51378","2006","X600688","-2.755933863"
"51379","2007","X600688","-2.821728841"
"51380","2008","X600688","-2.860989701"
"51381","2009","X600688","-1.537400211"
"51382","2010","X600688","-1.632043574"
"51383","2011","X600688","-1.590683981"
"51384","2012","X600688","-1.586975625"
"51385","2013","X600688","-1.61425063"
"51386","2014","X600688","-2.70588645"
"51387","2015","X600688","-2.617831656"
"51388","1995","X600689",NA
"51389","1996","X600689",NA
"51390","1997","X600689",NA
"51391","1998","X600689",NA
"51392","1999","X600689",NA
"51393","2000","X600689","-3.801696366"
"51394","2001","X600689","-3.418883008"
"51395","2002","X600689","-3.239876687"
"51396","2003","X600689","-3.173376023"
"51397","2004","X600689","-2.99406812"
"51398","2005","X600689","-2.150188333"
"51399","2006","X600689","-2.346681117"
"51400","2007","X600689","-2.346545288"
"51401","2008","X600689","-2.435004573"
"51402","2009","X600689","-2.338559939"
"51403","2010","X600689","-2.566113263"
"51404","2011","X600689","-2.591381662"
"51405","2012","X600689","-2.751116706"
"51406","2013","X600689","-3.194225936"
"51407","2014","X600689","-3.170458497"
"51408","2015","X600689","-2.627297761"
"51409","1995","X600690",NA
"51410","1996","X600690",NA
"51411","1997","X600690",NA
"51412","1998","X600690",NA
"51413","1999","X600690",NA
"51414","2000","X600690","-3.466784325"
"51415","2001","X600690","-3.518500035"
"51416","2002","X600690","-3.962317356"
"51417","2003","X600690","-3.593244506"
"51418","2004","X600690","-3.426843176"
"51419","2005","X600690","-3.382129191"
"51420","2006","X600690","-3.427385175"
"51421","2007","X600690","-4.592314805"
"51422","2008","X600690","-4.036150023"
"51423","2009","X600690","-3.648609427"
"51424","2010","X600690","-3.302106802"
"51425","2011","X600690","-3.386066912"
"51426","2012","X600690","-3.775117102"
"51427","2013","X600690","-4.16239359"
"51428","2014","X600690","-5.34922765"
"51429","2015","X600690","-5.098592778"
"51430","1995","X600691",NA
"51431","1996","X600691",NA
"51432","1997","X600691",NA
"51433","1998","X600691",NA
"51434","1999","X600691",NA
"51435","2000","X600691","-2.552248025"
"51436","2001","X600691","-2.587382325"
"51437","2002","X600691","-2.568925061"
"51438","2003","X600691","-2.612686814"
"51439","2004","X600691","-2.419255281"
"51440","2005","X600691","-2.51831018"
"51441","2006","X600691","-2.522375579"
"51442","2007","X600691","-2.709288737"
"51443","2008","X600691","-2.643883771"
"51444","2009","X600691","-2.838875133"
"51445","2010","X600691","-1.041269656"
"51446","2011","X600691","-1.079873894"
"51447","2012","X600691","-1.122827701"
"51448","2013","X600691","-1.077469355"
"51449","2014","X600691","-0.993848387"
"51450","2015","X600691","-1.583724799"
"51451","1995","X600692",NA
"51452","1996","X600692",NA
"51453","1997","X600692",NA
"51454","1998","X600692",NA
"51455","1999","X600692",NA
"51456","2000","X600692","-3.552664138"
"51457","2001","X600692","-3.448546767"
"51458","2002","X600692","-3.467661837"
"51459","2003","X600692","-3.799680155"
"51460","2004","X600692","-4.645093319"
"51461","2005","X600692","-4.693989965"
"51462","2006","X600692","-4.505959877"
"51463","2007","X600692","-4.411502194"
"51464","2008","X600692","-4.395168448"
"51465","2009","X600692","-3.861196172"
"51466","2010","X600692","-3.845972407"
"51467","2011","X600692","-2.806054676"
"51468","2012","X600692","-2.882230354"
