"","latitude","longitude","country","area","colour"
"38213",51.5296,-0.17887,"United Kingdom","London","blue"
"38214",51.5261,-0.13884,"United Kingdom","London","brown"
"38215",51.5765,-0.18245,"United Kingdom","London","blue"
"38216",51.45744,-0.09635,"United Kingdom","London","bronze"
"38217",51.4791,-0.16528,"United Kingdom","London","blue"
"38218",51.5115,-0.12458,"United Kingdom","London","blue"
"38219",51.5181,-0.12648,"United Kingdom","London","blue"
"38220",51.5423,-0.13646,"United Kingdom","London","blue"
"38221",51.4842,-0.2737,"United Kingdom","London","blue"
"38222",51.5559,-0.14157,"United Kingdom","London","blue"
"38223",51.49797,-0.14995,"United Kingdom","London","blue"
"38224",51.4967,-0.18835,"United Kingdom","London","blue"
"38225",51.5405,-0.15754,"United Kingdom","London","blue"
"38226",51.4722,-0.07625,"United Kingdom","London","blue"
"38227",51.5594,-0.17455,"United Kingdom","London","blue"
"38228",51.4941,-0.1493,"United Kingdom","London","blue"
"38229",51.5079,-0.13482,"United Kingdom","London","blue"
"38230",51.4957,-0.1531,"United Kingdom","London","blue"
"38231",51.5028,-0.19422,"United Kingdom","London","blue"
"38232",51.51208,-0.15223,"United Kingdom","London","blue"
"38233",51.5073,-0.20157,"United Kingdom","London","blue"
"38234",51.5947,-0.07051,"United Kingdom","London","blue"
"38235",51.4901,-0.17639,"United Kingdom","London","blue"
"38236",51.5695,-0.175,"United Kingdom","London","blue"
"38238",51.529,-0.1454,"United Kingdom","London","blue"
"38239",51.4929,-0.18488,"United Kingdom","London","grey"
"38240",51.4904,-0.17675,"United Kingdom","London","blue"
"38241",51.5649,-0.1806,"United Kingdom","London","blue"
"38242",51.494,-0.14139,"United Kingdom","London","blue"
"38243",51.50707,-0.14078,"United Kingdom","London","blue"
"38244",51.4257,-0.2199,"United Kingdom","London","blue"
"38245",51.51656,-0.15188,"United Kingdom","London","blue"
"38247",51.4905,-0.20962,"United Kingdom","London","blue"
"38248",51.5197,-0.20315,"United Kingdom","London","blue"
"38249",51.51485,-0.1408,"United Kingdom","London","blue"
"38250",51.4907,-0.18863,"United Kingdom","London","blue"
"38251",51.5198,-0.12976,"United Kingdom","London","blue"
"38252",51.5083,-0.14491,"United Kingdom","London","blue"
"38254",51.45984,-0.16319,"United Kingdom","London","blue"
"38255",51.5372,-0.17935,"United Kingdom","London","blue"
"38256",51.5608,-0.18305,"United Kingdom","London","blue"
"38257",51.5701,-0.15156,"United Kingdom","London","brown"
"38258",51.5035,-0.19,"United Kingdom","London","blue"
"38259",51.5215,-0.14812,"United Kingdom","London","blue"
"38260",51.52131,-0.11446,"United Kingdom","London","brown"
"38261",51.5227,-0.13284,"United Kingdom","London","blue"
"38263",51.5463,-0.13593,"United Kingdom","London","blue"
"38265",51.5462,-0.0934,"United Kingdom","London","blue"
"38266",51.5136,-0.1325,"United Kingdom","London","blue"
"38267",51.4642,-0.15738,"United Kingdom","London","blue"
"38268",51.5168,-0.16021,"United Kingdom","London","blue"
"38269",51.5065,-0.1516,"United Kingdom","London","blue"
"38270",51.5069,-0.21507,"United Kingdom","London","blue"
"38271",51.5374,-0.1813,"United Kingdom","London","blue"
"38272",51.5195,-0.14634,"United Kingdom","London","blue"
"38273",51.4549,-0.13327,"United Kingdom","London","blue"
"38274",51.5205,-0.16379,"United Kingdom","London","blue"
"38275",51.51847,-0.13299,"United Kingdom","London","blue"
"38276",51.5701,-0.14149,"United Kingdom","London","blue"
"38277",51.52414,-0.12988,"United Kingdom","London","blue"
"38278",0,-0.00416,"United Kingdom","London","blue"
"38279",51.5589,-0.1734,"United Kingdom","London","blue"
"38280",51.5086,-0.1235,"United Kingdom","London","brown"
"38281",51.562,-0.1767,"United Kingdom","London","blue"
"38282",51.5118,-0.13249,"United Kingdom","London","blue"
"38283",51.49887,-0.20509,"United Kingdom","London","blue"
"38284",51.5092,-0.13049,"United Kingdom","London","blue"
"38285",51.5,-0.18145,"United Kingdom","London","blue"
"38286",51.50748,-0.14835,"United Kingdom","London","blue"
"38287",51.4978,-0.14776,"United Kingdom","London","blue"
"38288",51.5379,-0.15486,"United Kingdom","London","blue"
"38289",51.4941,-0.1397,"United Kingdom","London","black"
"38290",51.49046,-0.2255,"United Kingdom","London","blue"
"38291",51.5184,-0.12545,"United Kingdom","London","blue"
"38292",51.4846,-0.16997,"United Kingdom","London","brown"
"38293",51.5008,-0.11931,"United Kingdom","London","blue"
"38294",51.39095,-0.08913,"United Kingdom","London","blue"
"38296",51.5155,-0.16039,"United Kingdom","London","blue"
"38297",51.4718,-0.00816,"United Kingdom","London","blue"
"38298",51.4994,-0.16838,"United Kingdom","London","blue"
"38299",51.5605,-0.17758,"United Kingdom","London","blue"
"38300",51.5574,-0.1821,"United Kingdom","London","blue"
"38302",51.52464,-0.11515,"United Kingdom","London","blue"
"38303",51.4657,-0.14745,"United Kingdom","London","blue"
"38304",51.40514,-0.34228,"United Kingdom","London","blue"
"38305",51.51426,-0.1489,"United Kingdom","London","blue"
"38306",51.5153,-0.13234,"United Kingdom","London","stone"
"38307",51.5197,-0.07319,"United Kingdom","London","blue"
"38308",51.56467,-0.15299,"United Kingdom","London","blue"
"38309",51.4867,-0.18759,"United Kingdom","London","blue"
"38310",51.4602,-0.21735,"United Kingdom","London","blue"
"38311",51.46206,-0.14572,"United Kingdom","London","blue"
"38312",51.52348,-0.13803,"United Kingdom","London","blue"
"38313",51.4908,-0.1733,"United Kingdom","London","blue"
"38314",51.5786,-0.21644,"United Kingdom","London","blue"
"38315",51.4496,-0.16018,"United Kingdom","London","black"
"38316",51.4531,-0.1454,"United Kingdom","London","blue"
"38317",51.464,-0.02678,"United Kingdom","London","blue"
"38318",51.5012,-0.17678,"United Kingdom","London","blue"
"38319",51.5065,-0.13124,"United Kingdom","London","green"
"38320",51.51717,-0.15032,"United Kingdom","London","blue"
"38321",51.5084,-0.13079,"United Kingdom","London","blue"
"38322",51.4898,-0.24285,"United Kingdom","London","blue"
"38323",51.5171,-0.15003,"United Kingdom","London","blue"
"38324",51.51859,-0.15835,"United Kingdom","London","blue"
"38325",51.492,-0.16143,"United Kingdom","London","blue"
"38326",51.50788,-0.20576,"United Kingdom","London","blue"
"38327",51.4164,-0.11682,"United Kingdom","London","blue"
"38328",51.51889,-0.14166,"United Kingdom","London","blue"
"38329",51.4515,-0.3178,"United Kingdom","London","blue"
"38330",51.501,-0.19042,"United Kingdom","London","blue"
"38331",51.5086,-0.30567,"United Kingdom","London","blue"
"38332",51.5205,-0.21183,"United Kingdom","London","blue"
"38333",51.4983,-0.16923,"United Kingdom","London","blue"
"38334",51.50057,-0.13321,"United Kingdom","London","blue"
"38335",51.4001,-0.07545,"United Kingdom","London","blue"
"38336",51.5554,-0.17544,"United Kingdom","London","blue"
"38337",51.5072,-0.12469,"United Kingdom","London","black"
"38338",51.4149,-0.08304,"United Kingdom","London","blue"
"38339",51.448,0.06307,"United Kingdom","London","blue"
"38340",51.4942,-0.20573,"United Kingdom","London","blue"
"38341",51.4875,-0.13909,"United Kingdom","London","blue"
"38342",51.4881,-0.24948,"United Kingdom","London","blue"
"38343",51.5059,-0.20738,"United Kingdom","London","blue"
"38344",51.5156,-0.16478,"United Kingdom","London","blue"
"38345",51.5183,-0.16564,"United Kingdom","London","blue"
"38346",51.5179,-0.14745,"United Kingdom","London","blue"
"38347",51.5109,-0.14017,"United Kingdom","London","blue"
"38348",51.5267,-0.19306,"United Kingdom","London","blue"
"38349",51.4842,-0.16021,"United Kingdom","London","blue"
"38350",51.4982,-0.15035,"United Kingdom","London","blue"
"38351",51.4998,-0.18123,"United Kingdom","London","blue"
"38352",51.5177,-0.13589,"United Kingdom","London","black"
"38353",51.5544,0.0837,"United Kingdom","London","blue"
"38354",51.4925,-0.17221,"United Kingdom","London","blue"
"38355",51.4962,-0.15717,"United Kingdom","London","blue"
"38356",51.506,-0.2024,"United Kingdom","London","blue"
"38357",51.5006,-0.13231,"United Kingdom","London","blue"
"38358",51.54831,-0.17755,"United Kingdom","London","blue"
"38359",51.5018,-0.19577,"United Kingdom","London","blue"
"38360",51.5422,-0.16264,"United Kingdom","London","blue"
"38361",51.5075,-0.20276,"United Kingdom","London","blue"
"38362",51.5208,-0.14965,"United Kingdom","London","blue"
"38363",51.4744,-0.04413,"United Kingdom","London","blue"
"38364",51.5107,-0.1898,"United Kingdom","London","brown"
"38365",51.48415,-0.16416,"United Kingdom","London","blue"
"38366",51.4804,0.00846,"United Kingdom","London","blue"
"38367",51.50081,-0.15601,"United Kingdom","London","blue"
"38368",51.5405,-0.14419,"United Kingdom","London","blue"
"38369",51.559,-0.17066,"United Kingdom","London","blue"
"38370",51.54086,-0.1557,"United Kingdom","London","blue"
"38371",51.4653,0.00964,"United Kingdom","London","blue"
"38372",51.507,-0.14401,"United Kingdom","London","brown"
"38374",51.5202,-0.0738,"United Kingdom","London","blue"
"38375",51.559,-0.20594,"United Kingdom","London","blue"
"38376",51.4829,-0.17244,"United Kingdom","London","blue"
"38377",51.5087,-0.21318,"United Kingdom","London","blue"
"38378",51.5208,-0.1453,"United Kingdom","London","grey"
"38379",51.3997,-0.3003,"United Kingdom","London","blue"
"38380",51.5093,-0.14634,"United Kingdom","London","blue"
"38381",51.4943,-0.16079,"United Kingdom","London","blue"
"38382",51.5561,-0.18121,"United Kingdom","London","blue"
"38383",51.52004,-0.15898,"United Kingdom","London","black"
"38384",51.5234,-0.14003,"United Kingdom","London","blue"
"38385",51.5596,-0.1808,"United Kingdom","London","brown"
"38386",51.52559,-0.03282,"United Kingdom","London","black"
"38387",51.52179,-0.11717,"United Kingdom","London","blue"
"38388",51.4875,-0.1742,"United Kingdom","London","blue"
"38389",51.5575,-0.17982,"United Kingdom","London","blue"
"38390",51.4858,-0.16113,"United Kingdom","London","blue"
"38391",51.4827,-0.18498,"United Kingdom","London","blue"
"38392",51.4951,-0.1555,"United Kingdom","London","blue"
"38393",51.4975,-0.15473,"United Kingdom","London","blue"
"38394",51.5352,-0.18644,"United Kingdom","London","blue"
"38395",51.5265,-0.1756,"United Kingdom","London","blue"
"38396",51.5459,-0.17992,"United Kingdom","London","blue"
"38397",51.496,-0.14905,"United Kingdom","London","blue"
"38398",51.53529,-0.14704,"United Kingdom","London","blue"
"38399",51.4744,-0.00298,"United Kingdom","London","blue"
"38400",51.5283,-0.17736,"United Kingdom","London","blue"
"38401",51.5184,-0.1542,"United Kingdom","London","brown"
"38402",51.5193,-0.20038,"United Kingdom","London","blue"
"38403",51.4971,-0.1885,"United Kingdom","London","blue"
"38404",51.5132,-0.29633,"United Kingdom","London","blue"
"38405",51.5253,-0.1178,"United Kingdom","London","blue"
"38406",51.51353,-0.14425,"United Kingdom","London","blue"
"38407",51.5254,-0.28856,"United Kingdom","London","blue"
"38408",51.559,-0.17352,"United Kingdom","London","blue"
"38409",51.49716,-0.14563,"United Kingdom","London","blue"
"38410",51.4946,-0.1903,"United Kingdom","London","blue"
"38411",51.4966,-0.1588,"United Kingdom","London","blue"
"38412",51.4925,-0.1822,"United Kingdom","London","blue"
"38413",51.4421,-0.3318,"United Kingdom","London","blue"
"38414",51.4613,-0.15938,"United Kingdom","London","blue"
"38415",51.5542,-0.18822,"United Kingdom","London","blue"
"38416",51.515,-0.1791,"United Kingdom","London","blue"
"38417",51.50709,-0.14836,"United Kingdom","London","blue"
"38418",51.4607,-0.30024,"United Kingdom","London","blue"
"38419",51.5279,-0.1632,"United Kingdom","London","blue"
"38420",51.4852,-0.16727,"United Kingdom","London","blue"
"38421",51.6542,-0.08064,"United Kingdom","London","blue"
"38422",51.5225,-0.1447,"United Kingdom","London","blue"
"38423",51.4867,-0.17227,"United Kingdom","London","blue"
"38424",51.45753,-0.09514,"United Kingdom","London","blue"
"38425",51.5352,-0.1875,"United Kingdom","London","blue"
"38426",51.5114,-0.15432,"United Kingdom","London","blue"
"38427",51.50803,-0.15284,"United Kingdom","London","blue"
"38428",51.5149,-0.1576,"United Kingdom","London","grey"
"38429",51.4955,-0.175,"United Kingdom","London","blue"
"38430",51.5119,-0.1207,"United Kingdom","London","blue"
"38431",51.5058,-0.13598,"United Kingdom","London","blue"
"38432",51.5162,-0.15254,"United Kingdom","London","blue"
"38434",51.5497,-0.16485,"United Kingdom","London","blue"
"38435",51.5165,-0.19433,"United Kingdom","London","blue"
"38436",51.5268,-0.18366,"United Kingdom","London","blue"
