"V1","V2"
174.912849,-37.067381
174.914903,-37.065327
174.915783,-37.065327
174.916663,-37.064741
174.917543,-37.064741
174.918423,-37.063861
174.91989,-37.063861
174.92165,-37.0621
174.92253,-37.0621
174.92341,-37.06122
174.926637,-37.06122
174.928397,-37.06298
174.929864,-37.06298
174.930744,-37.063861
174.932504,-37.063861
174.932797,-37.063274
174.932797,-37.061807
174.931917,-37.060927
174.93221,-37.060047
174.93133,-37.059167
174.93133,-37.056527
174.931917,-37.05594
174.931624,-37.055353
174.930744,-37.055353
174.930157,-37.056233
174.929277,-37.056233
174.928397,-37.057113
174.92429,-37.057113
174.923703,-37.05682
174.923703,-37.05594
174.922823,-37.05506
174.922823,-37.0533
174.92429,-37.052126
174.92517,-37.052126
174.925463,-37.05154
174.925463,-37.050953
174.924877,-37.050366
174.92253,-37.050366
174.91989,-37.053006
174.919303,-37.053006
174.917543,-37.054473
174.909916,-37.054473
174.907862,-37.05242
174.907862,-37.050953
174.909035,-37.049486
174.909916,-37.049486
174.910502,-37.049193
174.909622,-37.048313
174.909622,-37.047433
174.911382,-37.045966
174.910796,-37.045379
174.909035,-37.045379
174.908449,-37.046259
174.906689,-37.046259
174.905809,-37.047139
174.903168,-37.047139
174.902582,-37.048019
174.901702,-37.048019
174.900822,-37.048606
174.899941,-37.048606
174.899061,-37.049486
174.898181,-37.04978
174.896715,-37.051246
174.895834,-37.051246
174.891141,-37.05594
174.891141,-37.058287
174.889967,-37.059754
174.886741,-37.059754
174.88586,-37.058874
174.88498,-37.058874
174.882927,-37.056527
174.882927,-37.05506
174.882634,-37.054473
174.881753,-37.055353
174.878233,-37.055353
174.877647,-37.056233
174.875006,-37.056233
174.874126,-37.055353
174.873246,-37.055353
174.872953,-37.05506
174.872953,-37.05418
174.873833,-37.0533
174.873833,-37.05242
174.878233,-37.048019
174.879113,-37.048019
174.880873,-37.046259
174.88234,-37.046259
174.883807,-37.047433
174.883807,-37.049193
174.8841,-37.049486
174.88498,-37.049486
174.889674,-37.045086
174.889674,-37.043326
174.889967,-37.043032
174.891728,-37.043032
174.892608,-37.043912
174.892901,-37.043326
174.892901,-37.042446
174.890847,-37.040392
174.889087,-37.040392
174.88586,-37.043619
174.8841,-37.043912
174.88322,-37.043032
174.881753,-37.043032
174.880873,-37.042152
174.877647,-37.042152
174.87706,-37.041566
174.87706,-37.040099
174.876766,-37.039512
174.8753,-37.040979
174.8753,-37.041566
174.874713,-37.042446
174.874713,-37.043326
174.8753,-37.044206
174.8753,-37.045086
174.873246,-37.047139
174.871779,-37.047139
174.871193,-37.047433
174.871193,-37.048313
174.870313,-37.049193
174.870313,-37.05242
174.869139,-37.053886
174.868259,-37.053593
174.867379,-37.054473
174.863272,-37.054473
174.862392,-37.053593
174.861512,-37.053886
174.861219,-37.0533
174.861219,-37.05242
174.859459,-37.05066
174.859459,-37.050073
174.858872,-37.049193
174.858578,-37.045086
174.859459,-37.044206
174.859459,-37.042446
174.857992,-37.040979
174.857992,-37.040099
174.857112,-37.039219
174.857112,-37.038339
174.857405,-37.038045
174.858285,-37.038045
174.858578,-37.037459
174.858872,-37.034232
174.857112,-37.032472
174.857112,-37.031592
174.857992,-37.031005
174.857992,-37.030125
174.858872,-37.029245
174.858872,-37.026605
174.857992,-37.025724
174.857992,-37.023378
174.859165,-37.022204
174.860925,-37.022204
174.861219,-37.021618
174.861219,-37.020737
174.860925,-37.020444
174.859165,-37.020444
174.857405,-37.018684
174.855938,-37.020444
174.854178,-37.020444
174.853298,-37.021324
174.851538,-37.021324
174.850365,-37.022498
174.850951,-37.023084
174.853298,-37.022791
174.853591,-37.023378
174.853005,-37.024258
174.854178,-37.025431
174.855058,-37.024551
174.855938,-37.024551
174.856232,-37.025138
174.856232,-37.028365
174.854178,-37.030418
174.850071,-37.030418
174.849191,-37.029538
174.848311,-37.029538
174.847431,-37.028658
174.846844,-37.028658
174.845964,-37.027778
174.845084,-37.027778
174.843324,-37.026311
174.842444,-37.026311
174.833643,-37.017511
174.833643,-37.01663
174.833057,-37.01575
174.832763,-37.015164
174.83247,-37.014577
174.83159,-37.014577
174.830123,-37.01311
174.829243,-37.012817
174.827483,-37.01135
174.826603,-37.01135
174.825723,-37.01047
174.824843,-37.01047
174.824256,-37.01135
174.820736,-37.01135
174.818682,-37.009297
174.818682,-37.008417
174.819562,-37.007537
174.819562,-37.005776
174.818389,-37.004603
174.815749,-37.004603
174.815162,-37.003723
174.814282,-37.003723
174.810468,-36.999909
174.810468,-36.999909
174.606294,-36.999909
174.607174,-37.000789
174.607174,-37.00343
174.60776,-37.00431
174.608054,-37.009297
174.608641,-37.009883
174.608641,-37.011643
174.609521,-37.012524
174.609521,-37.014284
174.610987,-37.015457
174.611867,-37.015457
174.612454,-37.016337
174.613334,-37.016337
174.615388,-37.018391
174.615388,-37.020737
174.614214,-37.022204
174.611867,-37.022204
174.610107,-37.023671
174.608347,-37.023671
174.603654,-37.019271
174.604534,-37.018391
174.604534,-37.017511
174.600427,-37.013404
174.600427,-37.011643
174.601307,-37.010763
174.601307,-37.009297
174.596613,-37.004603
174.59632,-37.004896
174.59632,-37.007537
174.596906,-37.008417
174.5972,-37.009883
174.595733,-37.01135
174.592506,-37.01135
174.591626,-37.01047
174.590746,-37.01047
174.589866,-37.00959
174.588399,-37.00959
174.587519,-37.01047
174.586639,-37.01047
174.585759,-37.01135
174.583412,-37.01135
174.581652,-37.012817
174.577545,-37.012817
174.576372,-37.011643
174.576078,-37.009003
174.577252,-37.008417
174.577252,-37.006656
174.574905,-37.004603
174.574318,-37.004603
174.573438,-37.003723
174.570798,-37.003723
174.568744,-37.005776
174.568744,-37.007537
174.567864,-37.008417
174.567864,-37.009883
174.566984,-37.010763
174.566984,-37.012524
174.566398,-37.013404
174.566104,-37.014284
174.565517,-37.015164
174.565517,-37.01575
174.563757,-37.017511
174.563757,-37.020151
174.562877,-37.020737
174.562877,-37.021618
174.561704,-37.022791
174.560824,-37.022791
174.559944,-37.023671
174.559064,-37.023671
174.558477,-37.024551
174.556717,-37.024551
174.55261,-37.028658
174.545863,-37.028658
174.541756,-37.033058
174.540876,-37.033058
174.539996,-37.033645
174.532368,-37.033645
174.531782,-37.034525
174.530902,-37.034525
174.528848,-37.036579
174.528848,-37.037459
174.526795,-37.039512
174.523274,-37.039512
174.522101,-37.040686
174.522101,-37.042446
174.520048,-37.044499
174.519167,-37.044499
174.518287,-37.045379
174.516527,-37.045379
174.516234,-37.045966
174.516234,-37.046553
174.517994,-37.048313
174.517994,-37.049193
174.517407,-37.049486
174.516821,-37.049486
174.515941,-37.050366
174.51506,-37.050366
174.51242,-37.048019
174.51154,-37.048019
174.510954,-37.048606
174.510073,-37.048606
174.509193,-37.049486
174.508313,-37.04978
174.507433,-37.050366
174.506553,-37.050366
174.505967,-37.051246
174.504206,-37.051246
174.503326,-37.052126
174.495699,-37.052126
174.495112,-37.051246
174.494232,-37.051246
174.488659,-37.045966
174.488659,-37.045086
174.487192,-37.043326
174.487192,-37.040099
174.488659,-37.038339
174.488659,-37.032472
174.487192,-37.031005
174.487192,-37.029245
174.487779,-37.028365
174.487779,-37.025724
174.487192,-37.025138
174.487192,-37.022498
174.487779,-37.021618
174.488072,-37.018391
174.487192,-37.017511
174.487192,-37.01663
174.484552,-37.014284
174.484552,-37.013404
174.483672,-37.012524
174.483672,-37.011643
174.482792,-37.010763
174.482792,-37.009297
174.482205,-37.008417
174.481911,-37.006656
174.481325,-37.005776
174.481325,-37.00431
174.480445,-37.00343
174.480445,-37.002549
174.479565,-37.001669
174.479565,-36.999909
174.803721,-36.999909
174.804308,-37.000496
174.804895,-37.000496
174.806655,-37.001963
174.807535,-37.001963
174.808415,-37.002843
174.809295,-37.002843
174.811348,-37.004896
174.811348,-37.005776
174.812228,-37.006656
174.811935,-37.009883
174.809882,-37.01223
174.807535,-37.01223
174.806655,-37.01135
174.805775,-37.01135
174.805481,-37.011643
174.805481,-37.012524
174.804308,-37.013697
174.802548,-37.013697
174.801668,-37.01311
174.794921,-37.012817
174.794041,-37.013697
174.793454,-37.013697
174.792574,-37.014577
174.790814,-37.014577
174.789934,-37.015457
174.788467,-37.015457
174.787587,-37.016337
174.784947,-37.016337
174.784066,-37.017217
174.7826,-37.017217
174.78172,-37.017804
174.77996,-37.017804
174.779079,-37.018684
174.775853,-37.018684
174.774972,-37.018097
174.774092,-37.017804
174.772919,-37.01663
174.772919,-37.01487
174.774092,-37.013697
174.774972,-37.013697
174.775853,-37.012817
174.779079,-37.012817
174.77996,-37.01223
174.7826,-37.01223
174.78348,-37.01135
174.784947,-37.01135
174.785533,-37.010763
174.78524,-37.009883
174.784947,-37.00959
174.784066,-37.00959
174.78348,-37.00871
174.777613,-37.00871
174.776733,-37.00783
174.773506,-37.00783
174.772626,-37.00695
174.768225,-37.00695
174.767639,-37.006363
174.765879,-37.006363
174.764998,-37.005483
174.763238,-37.005483
174.762358,-37.004603
174.761772,-37.004603
174.760011,-37.002843
174.759131,-37.002843
174.758251,-37.001963
174.757371,-37.001963
174.756785,-37.001376
174.755904,-37.001376
174.754438,-36.999909
174.69958,-37.432607
174.69958,-37.431727
174.70046,-37.430847
174.70046,-37.429967
174.700754,-37.429673
174.701634,-37.429673
174.702221,-37.429967
174.702221,-37.432607
174.701634,-37.4329
174.699874,-37.4329
174.69958,-37.432607
174.907862,-37.069141
174.907862,-37.068261
174.909035,-37.067087
174.909916,-37.067087
174.910796,-37.066207
174.911676,-37.066207
174.911969,-37.066794
174.911969,-37.067381
174.909916,-37.069728
174.908449,-37.069728
174.907862,-37.069141
174.70046,-37.438474
174.70046,-37.435834
174.700754,-37.435541
174.701634,-37.435541
174.702807,-37.436714
174.702807,-37.438474
174.702514,-37.438767
174.700754,-37.438767
174.70046,-37.438474
174.701341,-37.412366
174.701341,-37.410899
174.702514,-37.409725
174.703394,-37.409725
174.703687,-37.410019
174.703687,-37.412366
174.703394,-37.412952
174.701634,-37.412952
174.701341,-37.412366
174.69782,-37.368362
174.69782,-37.365136
174.699287,-37.363669
174.701634,-37.363669
174.702514,-37.364549
174.704274,-37.364549
174.705447,-37.365722
174.705447,-37.366602
174.707208,-37.368362
174.707208,-37.369242
174.708674,-37.371003
174.708674,-37.371589
174.709554,-37.372469
174.709554,-37.373349
174.710435,-37.374229
174.710435,-37.375696
174.709261,-37.377163
174.707501,-37.377163
174.701634,-37.371296
174.700754,-37.371296
174.69782,-37.368362
174.906395,-37.065914
174.906102,-37.065034
174.909035,-37.0621
174.909916,-37.0621
174.910796,-37.06122
174.911676,-37.06122
174.912556,-37.06034
174.914316,-37.06034
174.914609,-37.060927
174.914609,-37.062394
174.914316,-37.06298
174.913436,-37.06298
174.911676,-37.064741
174.910796,-37.064741
174.909916,-37.065327
174.909035,-37.065327
174.908449,-37.066207
174.906689,-37.066207
174.906395,-37.065914
174.805481,-37.01575
174.805481,-37.01487
174.805775,-37.014577
174.816629,-37.014577
174.817509,-37.015457
174.820736,-37.015457
174.821322,-37.01575
174.821322,-37.01663
174.820442,-37.017511
174.820442,-37.018391
174.820149,-37.018684
174.812522,-37.018684
174.811642,-37.017804
174.809295,-37.017804
174.808415,-37.017217
174.806655,-37.016924
174.805481,-37.01575
174.814575,-37.011643
174.814575,-37.009883
174.815749,-37.00871
174.816922,-37.009883
174.817216,-37.011643
174.816629,-37.01223
174.814869,-37.011937
174.814575,-37.011643
174.863859,-37.063274
174.863859,-37.061807
174.864152,-37.06122
174.866499,-37.06122
174.867966,-37.062394
174.866499,-37.063861
174.864152,-37.063861
174.863859,-37.063274
175.290396,-36.999909
175.290396,-37.001669
175.288636,-37.00343
175.288636,-37.004896
175.289516,-37.005776
175.289516,-37.006656
175.293036,-37.009883
175.293036,-37.010763
175.293916,-37.011643
175.293623,-37.013404
175.292743,-37.014284
175.293036,-37.015164
175.292156,-37.01575
175.292156,-37.017511
175.293036,-37.018391
175.293036,-37.020151
175.293623,-37.020737
175.293623,-37.022498
175.294503,-37.023378
175.294503,-37.025724
175.295383,-37.026605
175.295383,-37.027485
175.29773,-37.030125
175.298023,-37.035699
175.299999,-37.037854
175.299999,-37.117034
175.29949,-37.117544
175.29949,-37.120771
175.299999,-37.12128
174.810468,-36.999909
174.810468,-36.999323
174.811055,-36.998443
174.811348,-36.997562
174.812522,-36.996389
174.813402,-36.996389
174.813989,-36.995509
174.815749,-36.995509
174.816629,-36.994629
174.818389,-36.994629
174.819269,-36.995509
174.820736,-36.995509
174.821322,-36.994922
174.821322,-36.992575
174.820736,-36.991989
174.819269,-36.991989
174.818389,-36.992869
174.815749,-36.992869
174.814869,-36.993749
174.813989,-36.993749
174.813402,-36.992869
174.812522,-36.992869
174.810762,-36.994629
174.809882,-36.994629
174.809002,-36.995509
174.807828,-36.994336
174.807828,-36.992575
174.808708,-36.991695
174.808708,-36.990815
174.808415,-36.990522
174.807535,-36.991402
174.806655,-36.991402
174.806361,-36.990815
174.806361,-36.989935
174.805775,-36.989642
174.804308,-36.989642
174.803721,-36.989055
174.803721,-36.987588
174.804601,-36.986708
174.804308,-36.986122
174.803428,-36.986415
174.802841,-36.985828
174.802841,-36.984948
174.802548,-36.984655
174.800788,-36.984655
174.799908,-36.983775
174.799614,-36.984068
174.799614,-36.984948
174.801374,-36.986708
174.799908,-36.987882
174.796681,-36.987882
174.795801,-36.987002
174.795507,-36.987588
174.795507,-36.988175
174.794627,-36.989055
174.794921,-36.989642
174.801668,-36.989642
174.802841,-36.990815
174.802841,-36.991695
174.801374,-36.993455
174.802548,-36.994629
174.804308,-36.992869
174.805775,-36.992869
174.806361,-36.993455
174.806361,-36.994922
174.807828,-36.996682
174.806948,-36.997562
174.806948,-36.998443
174.806655,-36.998736
174.804895,-36.998736
174.803721,-36.999909
174.803721,-36.999909
174.606294,-36.999909
174.606294,-36.998443
174.607174,-36.997562
174.607174,-36.996682
174.605414,-36.994922
174.606587,-36.993749
174.607467,-36.993749
174.608347,-36.992869
174.609814,-36.992869
174.610694,-36.992282
174.613334,-36.991989
174.614214,-36.991402
174.615094,-36.991109
174.615681,-36.990522
174.618321,-36.990522
174.620375,-36.988468
174.620375,-36.985828
174.618615,-36.984362
174.618615,-36.981721
174.619495,-36.980841
174.619495,-36.979081
174.620375,-36.978494
174.620375,-36.976734
174.622135,-36.974974
174.622135,-36.974094
174.619495,-36.971747
174.619495,-36.970867
174.618615,-36.969987
174.618908,-36.968227
174.618028,-36.96764
174.618028,-36.96588
174.616268,-36.96412
174.616268,-36.962653
174.614508,-36.960893
174.614508,-36.960013
174.613628,-36.959133
174.613628,-36.958253
174.612161,-36.956786
174.612161,-36.955906
174.613334,-36.954439
174.614214,-36.954733
174.614508,-36.955026
174.614508,-36.957666
174.615388,-36.958253
174.615388,-36.959133
174.616268,-36.960013
174.616268,-36.960893
174.617148,-36.961773
174.617148,-36.962653
174.618028,-36.96324
174.618028,-36.96412
174.619201,-36.965293
174.620081,-36.965293
174.620375,-36.96588
174.620375,-36.969107
174.621255,-36.969987
174.621255,-36.970867
174.621548,-36.971161
174.623308,-36.971161
174.624188,-36.97028
174.625948,-36.970574
174.627122,-36.971747
174.627122,-36.973214
174.628002,-36.974094
174.628002,-36.976734
174.629175,-36.977908
174.630055,-36.977028
174.630935,-36.977028
174.632109,-36.978494
174.632109,-36.979081
174.632402,-36.979668
174.635042,-36.979668
174.635336,-36.979081
174.635336,-36.976734
174.636216,-36.975854
174.636216,-36.973507
174.637389,-36.972041
174.638269,-36.972041
174.639149,-36.971161
174.64091,-36.971161
174.64179,-36.97028
174.644136,-36.97028
174.645897,-36.968814
174.646777,-36.968814
174.64707,-36.968227
174.64707,-36.96764
174.645897,-36.966174
174.645016,-36.966174
174.644723,-36.96588
174.64443,-36.965
174.64531,-36.96412
174.64531,-36.96236
174.64619,-36.961773
174.64619,-36.959133
174.64531,-36.958253
174.64531,-36.957373
174.645016,-36.95708
174.644136,-36.95708
174.643843,-36.956786
174.643843,-36.955906
174.644136,-36.955319
174.645016,-36.956199
174.645897,-36.956199
174.64795,-36.954146
174.64795,-36.951799
174.649123,-36.950332
174.649417,-36.950919
174.64971,-36.954146
174.64795,-36.955906
174.64795,-36.961773
174.64971,-36.963533
174.64971,-36.96412
174.650884,-36.965587
174.651764,-36.965293
174.654697,-36.96236
174.654697,-36.961773
174.655284,-36.960893
174.655284,-36.960013
174.655871,-36.95972
174.656751,-36.95972
174.657924,-36.958253
174.657924,-36.957666
174.658804,-36.956786
174.658804,-36.955906
174.660271,-36.954146
174.660271,-36.953266
174.661151,-36.952386
174.661151,-36.951506
174.661738,-36.951212
174.664965,-36.954439
174.666725,-36.954733
174.667898,-36.953266
174.667898,-36.950039
174.669952,-36.947986
174.670832,-36.947986
174.671418,-36.947399
174.671125,-36.946812
174.668778,-36.944172
174.669072,-36.943585
174.669952,-36.943879
174.670832,-36.942999
174.671712,-36.942999
174.672885,-36.941825
174.672885,-36.939185
174.673472,-36.938892
174.674059,-36.938892
174.674939,-36.939478
174.675819,-36.939478
174.676699,-36.938892
174.677579,-36.938892
174.679926,-36.936251
174.680806,-36.936251
174.681686,-36.935371
174.682566,-36.935371
174.684033,-36.933905
174.686673,-36.933905
174.687553,-36.933024
174.6899,-36.933024
174.69078,-36.932144
174.695767,-36.932144
174.696647,-36.933024
174.700754,-36.933024
174.701634,-36.932144
174.703394,-36.932144
174.704567,-36.930971
174.704567,-36.930091
174.703687,-36.929211
174.704861,-36.928037
174.705741,-36.928918
174.706621,-36.928918
174.708968,-36.926277
174.709554,-36.926571
174.709554,-36.927451
174.710141,-36.928037
174.711608,-36.928037
174.713368,-36.926277
174.713661,-36.926571
174.713661,-36.929211
174.713075,-36.930091
174.712781,-36.930971
174.713661,-36.931558
174.713661,-36.933318
174.715128,-36.934491
174.716008,-36.934491
174.716595,-36.935371
174.720115,-36.935371
174.721582,-36.937131
174.725102,-36.937131
174.725982,-36.936251
174.726569,-36.936251
174.728329,-36.934491
174.728622,-36.935078
174.728622,-36.935958
174.729503,-36.936545
174.729503,-36.937425
174.730969,-36.938892
174.733316,-36.938892
174.73537,-36.936838
174.73537,-36.935078
174.735956,-36.934491
174.736543,-36.935371
174.738303,-36.935371
174.739183,-36.934491
174.740063,-36.934491
174.740943,-36.933905
174.74153,-36.933611
174.74241,-36.933024
174.74417,-36.933024
174.74505,-36.933905
174.749157,-36.933905
174.750037,-36.933024
174.753264,-36.933024
174.754144,-36.932144
174.755024,-36.932144
174.755904,-36.931264
174.762358,-36.931264
174.763825,-36.930091
174.763825,-36.929211
174.762945,-36.928331
174.762945,-36.927451
174.764118,-36.926277
174.772626,-36.926277
174.774972,-36.923637
174.777613,-36.923637
174.78084,-36.927157
174.783186,-36.927157
174.783773,-36.927451
174.783773,-36.928331
174.782893,-36.929211
174.782893,-36.930091
174.784947,-36.932144
174.790814,-36.932144
174.791107,-36.931558
174.791107,-36.930971
174.791987,-36.930091
174.791987,-36.926571
174.792574,-36.926277
174.793454,-36.926277
174.794334,-36.927157
174.795801,-36.927157
174.796387,-36.927451
174.796094,-36.928331
174.795507,-36.929211
174.795507,-36.930091
174.796681,-36.931264
174.799908,-36.931264
174.804308,-36.927157
174.804895,-36.927157
174.808415,-36.930384
174.810762,-36.930384
174.812228,-36.929211
174.812228,-36.927451
174.812815,-36.926571
174.812815,-36.925984
174.813402,-36.925397
174.813695,-36.925984
174.813695,-36.927451
174.813989,-36.928037
174.814869,-36.928037
174.815749,-36.928918
174.816629,-36.928918
174.817509,-36.929504
174.821616,-36.929504
174.822496,-36.928918
174.824256,-36.928624
174.825723,-36.930384
174.827483,-36.930384
174.828363,-36.929504
174.829243,-36.929504
174.830416,-36.930971
174.830416,-36.933318
174.831297,-36.934198
174.831297,-36.938305
174.832177,-36.939185
174.832177,-36.940065
174.83159,-36.940358
174.829243,-36.940358
174.828656,-36.940945
174.828656,-36.942412
174.829536,-36.943292
174.829536,-36.945052
174.829243,-36.945345
174.828363,-36.945345
174.827483,-36.944465
174.825136,-36.944465
174.824256,-36.945345
174.823376,-36.945345
174.820442,-36.948279
174.820442,-36.949159
174.821322,-36.950039
174.821322,-36.950919
174.820149,-36.952093
174.818389,-36.950332
174.817509,-36.950332
174.816629,-36.951212
174.814282,-36.951212
174.813695,-36.950919
174.815162,-36.949452
174.816629,-36.949746
174.817802,-36.948279
174.817802,-36.947399
174.818682,-36.946812
174.818682,-36.943292
174.819562,-36.942412
174.818389,-36.941238
174.817509,-36.941238
174.816629,-36.942118
174.814282,-36.942118
174.813402,-36.942999
174.810762,-36.942999
174.809882,-36.943879
174.809002,-36.943879
174.807535,-36.945345
174.806655,-36.945345
174.805775,-36.946225
174.804895,-36.946225
174.804015,-36.947105
174.803428,-36.947105
174.801668,-36.948866
174.800788,-36.948866
174.798441,-36.951212
174.796974,-36.950039
174.797561,-36.949746
174.798441,-36.949452
174.800788,-36.947105
174.801668,-36.947105
174.802254,-36.946812
174.801961,-36.945932
174.801374,-36.945052
174.801081,-36.944172
174.800494,-36.943292
174.800494,-36.942412
174.799614,-36.941825
174.799614,-36.940945
174.799028,-36.940358
174.794921,-36.940358
174.793747,-36.939185
174.793747,-36.938305
174.792574,-36.937131
174.787587,-36.937131
174.785827,-36.938892
174.78348,-36.938892
174.7826,-36.938012
174.78172,-36.938012
174.78084,-36.937131
174.778199,-36.937131
174.776733,-36.938892
174.770866,-36.938892
174.769105,-36.940358
174.767639,-36.938892
174.766759,-36.938892
174.764998,-36.940358
174.763238,-36.938892
174.761772,-36.938892
174.760891,-36.939478
174.758251,-36.939478
174.757078,-36.940945
174.757078,-36.942412
174.756198,-36.943292
174.756198,-36.947399
174.758251,-36.949452
174.759131,-36.949452
174.760011,-36.950332
174.760891,-36.950332
174.761772,-36.951212
174.763238,-36.951212
174.764118,-36.952093
174.764998,-36.952093
174.767052,-36.954146
174.767052,-36.955026
174.767639,-36.955319
174.768225,-36.955319
174.769105,-36.956199
174.769985,-36.956199
174.770866,-36.95708
174.772626,-36.95708
174.773212,-36.95796
174.774972,-36.95796
174.776146,-36.959133
174.776146,-36.961773
174.775559,-36.962653
174.775559,-36.96324
174.774386,-36.96412
174.774679,-36.96588
174.773799,-36.96676
174.773799,-36.968227
174.773212,-36.968814
174.772332,-36.968814
174.769985,-36.971161
174.769105,-36.971161
174.766759,-36.973801
174.765879,-36.973801
174.763238,-36.976148
174.762358,-36.976148
174.761772,-36.977028
174.760891,-36.977028
174.760011,-36.976148
174.757371,-36.976148
174.756785,-36.977028
174.755904,-36.977028
174.754144,-36.978788
174.750037,-36.978788
174.749157,-36.979668
174.748277,-36.979668
174.745344,-36.982601
174.745344,-36.987588
174.744464,-36.988468
174.744757,-36.989055
174.742997,-36.990815
174.742997,-36.994336
174.743584,-36.994922
174.743877,-36.995802
174.74505,-36.996976
174.74681,-36.996976
174.747397,-36.997856
174.749157,-36.997856
174.750037,-36.998736
174.752384,-36.998736
174.753264,-36.999616
174.754144,-36.999616
174.754438,-36.999909
174.754438,-36.999909
174.437028,-36.5
174.437028,-36.501794
174.438202,-36.502967
174.439962,-36.502967
174.440548,-36.50326
174.439082,-36.504727
174.438202,-36.504727
174.437615,-36.503847
174.436735,-36.503847
174.434681,-36.5059
174.434681,-36.507367
174.433215,-36.508834
174.432335,-36.508834
174.431748,-36.507954
174.429988,-36.507954
174.428814,-36.509127
174.428814,-36.510007
174.427054,-36.511768
174.427054,-36.513234
174.426174,-36.514114
174.426174,-36.519101
174.427054,-36.519982
174.427054,-36.521742
174.427934,-36.522622
174.427934,-36.523502
174.428814,-36.524088
174.428814,-36.529956
174.429988,-36.531422
174.437322,-36.531422
174.438202,-36.532009
174.443189,-36.532009
174.444069,-36.532889
174.448176,-36.532889
174.450523,-36.534943
174.450523,-36.535823
174.451109,-36.536703
174.451109,-36.53993
174.453456,-36.542276
174.454336,-36.541983
174.454629,-36.54257
174.454629,-36.54345
174.453749,-36.54433
174.453749,-36.544917
174.452869,-36.545797
174.452869,-36.547557
174.454629,-36.549317
174.454629,-36.551664
174.453749,-36.552544
174.453749,-36.559878
174.455803,-36.562225
174.45639,-36.561638
174.45639,-36.560758
174.456976,-36.559878
174.456976,-36.559291
174.458736,-36.557531
174.458736,-36.556651
174.459617,-36.555771
174.459617,-36.554891
174.46079,-36.553717
174.46431,-36.553717
174.464604,-36.554304
174.464604,-36.554891
174.46431,-36.555477
174.46343,-36.555477
174.461083,-36.557531
174.461963,-36.558411
174.461083,-36.559291
174.461083,-36.560171
174.460497,-36.560758
174.460497,-36.562518
174.461083,-36.563398
174.461377,-36.564278
174.46079,-36.564571
174.45991,-36.564571
174.458443,-36.562811
174.457563,-36.562811
174.456976,-36.563398
174.456976,-36.565158
174.456683,-36.565451
174.452869,-36.561638
174.452869,-36.560758
174.451989,-36.560171
174.451989,-36.555771
174.450816,-36.554597
174.449936,-36.554597
174.448762,-36.555771
174.448762,-36.556651
174.447882,-36.557531
174.448762,-36.558411
174.447002,-36.560171
174.447002,-36.561638
174.446709,-36.562225
174.445829,-36.561344
174.444949,-36.561344
174.444069,-36.560464
174.442602,-36.560464
174.441722,-36.561344
174.438202,-36.561344
174.437615,-36.560464
174.434095,-36.560464
174.433215,-36.561344
174.429108,-36.561344
174.427934,-36.562518
174.427934,-36.564278
174.427641,-36.564571
174.425881,-36.564571
174.425001,-36.565451
174.424121,-36.565451
174.422947,-36.566625
174.422947,-36.568385
174.421187,-36.570145
174.421187,-36.570732
174.421774,-36.571319
174.423241,-36.571319
174.424121,-36.570438
174.425881,-36.570438
174.427641,-36.572199
174.431748,-36.572199
174.432628,-36.571319
174.433508,-36.571319
174.434095,-36.572199
174.437615,-36.572199
174.438202,-36.573079
174.439082,-36.572785
174.439962,-36.572199
174.440842,-36.572199
174.441722,-36.571319
174.443189,-36.571319
174.444069,-36.572199
174.444949,-36.572199
174.447589,-36.569558
174.447882,-36.570145
174.447882,-36.570732
174.448762,-36.571612
174.448762,-36.573372
174.449642,-36.574252
174.448469,-36.575425
174.447589,-36.575425
174.446709,-36.574545
174.445829,-36.575425
174.444069,-36.575425
174.442015,-36.577479
174.442015,-36.579239
174.441722,-36.579532
174.439962,-36.579532
174.439082,-36.578652
174.437615,-36.578652
174.436735,-36.579532
174.434095,-36.579532
174.433508,-36.580413
174.429108,-36.580413
174.428228,-36.579532
174.422361,-36.579532
174.42148,-36.578652
174.416787,-36.578652
174.41532,-36.580119
174.41532,-36.580999
174.415027,-36.581293
174.413267,-36.581293
174.412093,-36.582466
174.412093,-36.583346
174.412973,-36.584226
174.412973,-36.585106
174.412386,-36.5854
174.4118,-36.5854
174.411213,-36.585986
174.411213,-36.587453
174.4118,-36.58804
174.412386,-36.58804
174.413267,-36.58892
174.425001,-36.588626
174.425881,-36.58804
174.427641,-36.58804
174.428228,-36.588626
174.431748,-36.58892
174.432335,-36.589506
174.439082,-36.589506
174.439668,-36.590093
174.439668,-36.59156
174.440255,-36.59244
174.440255,-36.59508
174.440842,-36.595374
174.442602,-36.595374
174.442895,-36.59508
174.442895,-36.5942
174.444949,-36.592147
174.445536,-36.59244
174.445536,-36.59332
174.448762,-36.59684
174.445536,-36.600067
174.445536,-36.600947
174.444655,-36.601827
174.444655,-36.602414
174.443775,-36.603294
174.443775,-36.604174
174.442895,-36.605054
174.442895,-36.605934
174.443775,-36.606521
174.443775,-36.609161
174.443189,-36.609748
174.442602,-36.609748
174.442015,-36.610041
174.442015,-36.612388
174.441429,-36.613268
174.441429,-36.619135
174.440548,-36.620015
174.440255,-36.620895
174.439962,-36.621189
174.438202,-36.621189
174.437615,-36.622069
174.434975,-36.622069
174.433801,-36.623242
174.433801,-36.625002
174.435268,-36.626763
174.435268,-36.627349
174.436735,-36.628816
174.439082,-36.628816
174.439668,-36.629109
174.437908,-36.630869
