"","LN","Code","Values"
"57044","2002","X601099","#DIV/0!"
"57045","2003","X601099","#DIV/0!"
"57046","2004","X601099","#DIV/0!"
"57047","2005","X601099","#DIV/0!"
"57048","2006","X601099","#DIV/0!"
"57049","2007","X601099","#DIV/0!"
"57050","2008","X601099","#DIV/0!"
"57051","2009","X601099","0.2259172"
"57052","2010","X601099","-0.018466636"
"57053","2011","X601099","-0.207844447"
"57054","2012","X601099","-0.187770888"
"57055","2013","X601099","-0.410712628"
"57056","2014","X601099","-0.554996262"
"57057","2015","X601099","-1.213238875"
"57058","1995","X601100",""
"57059","1996","X601100",""
"57060","1997","X601100",""
"57061","1998","X601100",""
"57062","1999","X601100",""
"57063","2000","X601100","#DIV/0!"
"57064","2001","X601100","#DIV/0!"
"57065","2002","X601100","#DIV/0!"
"57066","2003","X601100","#DIV/0!"
"57067","2004","X601100","#DIV/0!"
"57068","2005","X601100","#DIV/0!"
"57069","2006","X601100","#DIV/0!"
"57070","2007","X601100","#DIV/0!"
"57071","2008","X601100","#DIV/0!"
"57072","2009","X601100","#DIV/0!"
"57073","2010","X601100","#DIV/0!"
"57074","2011","X601100","#DIV/0!"
"57075","2012","X601100","#DIV/0!"
"57076","2013","X601100","-3.975711485"
"57077","2014","X601100","-4.316101148"
"57078","2015","X601100","-4.376111421"
"57079","1995","X601101",""
"57080","1996","X601101",""
"57081","1997","X601101",""
"57082","1998","X601101",""
"57083","1999","X601101",""
"57084","2000","X601101","#DIV/0!"
"57085","2001","X601101","#DIV/0!"
"57086","2002","X601101","#DIV/0!"
"57087","2003","X601101","#DIV/0!"
"57088","2004","X601101","#DIV/0!"
"57089","2005","X601101","#DIV/0!"
"57090","2006","X601101","#DIV/0!"
"57091","2007","X601101","#DIV/0!"
"57092","2008","X601101","#DIV/0!"
"57093","2009","X601101","#DIV/0!"
"57094","2010","X601101","#DIV/0!"
"57095","2011","X601101","#DIV/0!"
"57096","2012","X601101","-4.50051935"
"57097","2013","X601101","-3.573145694"
"57098","2014","X601101","-3.065374958"
"57099","2015","X601101","-2.922921454"
"57100","1995","X601106",""
"57101","1996","X601106",""
"57102","1997","X601106",""
"57103","1998","X601106",""
"57104","1999","X601106",""
"57105","2000","X601106","#DIV/0!"
"57106","2001","X601106","#DIV/0!"
"57107","2002","X601106","#DIV/0!"
"57108","2003","X601106","#DIV/0!"
"57109","2004","X601106","#DIV/0!"
"57110","2005","X601106","#DIV/0!"
"57111","2006","X601106","#DIV/0!"
"57112","2007","X601106","#DIV/0!"
"57113","2008","X601106","#DIV/0!"
"57114","2009","X601106","#DIV/0!"
"57115","2010","X601106","#DIV/0!"
"57116","2011","X601106","-4.483996793"
"57117","2012","X601106","-4.102801467"
"57118","2013","X601106","-4.226385373"
"57119","2014","X601106","-2.94356323"
"57120","2015","X601106","-3.016288036"
"57121","1995","X601107",""
"57122","1996","X601107",""
"57123","1997","X601107",""
"57124","1998","X601107",""
"57125","1999","X601107",""
"57126","2000","X601107","#DIV/0!"
"57127","2001","X601107","#DIV/0!"
"57128","2002","X601107","#DIV/0!"
"57129","2003","X601107","#DIV/0!"
"57130","2004","X601107","#DIV/0!"
"57131","2005","X601107","#DIV/0!"
"57132","2006","X601107","#DIV/0!"
"57133","2007","X601107","#DIV/0!"
"57134","2008","X601107","#DIV/0!"
"57135","2009","X601107","#DIV/0!"
"57136","2010","X601107","#DIV/0!"
"57137","2011","X601107","-6.822129952"
"57138","2012","X601107","-3.087676276"
"57139","2013","X601107","-3.237218367"
"57140","2014","X601107","-2.768718907"
"57141","2015","X601107","-2.916479007"
"57142","1995","X601111",""
"57143","1996","X601111",""
"57144","1997","X601111",""
"57145","1998","X601111",""
"57146","1999","X601111",""
"57147","2000","X601111","#DIV/0!"
"57148","2001","X601111","#DIV/0!"
"57149","2002","X601111","#DIV/0!"
"57150","2003","X601111","#DIV/0!"
"57151","2004","X601111","#DIV/0!"
"57152","2005","X601111","#DIV/0!"
"57153","2006","X601111","#DIV/0!"
"57154","2007","X601111","#DIV/0!"
"57155","2008","X601111","-4.260913387"
"57156","2009","X601111","-4.021331757"
"57157","2010","X601111","-3.948977544"
"57158","2011","X601111","-3.522061761"
"57159","2012","X601111","-3.378213892"
"57160","2013","X601111","-3.294664438"
"57161","2014","X601111","-3.348546905"
"57162","2015","X601111","-3.473146287"
"57163","1995","X601113",""
"57164","1996","X601113",""
"57165","1997","X601113",""
"57166","1998","X601113",""
"57167","1999","X601113",""
"57168","2000","X601113","#DIV/0!"
"57169","2001","X601113","#DIV/0!"
"57170","2002","X601113","#DIV/0!"
"57171","2003","X601113","#DIV/0!"
"57172","2004","X601113","#DIV/0!"
"57173","2005","X601113","#DIV/0!"
"57174","2006","X601113","#DIV/0!"
"57175","2007","X601113","#DIV/0!"
"57176","2008","X601113","#DIV/0!"
"57177","2009","X601113","#DIV/0!"
"57178","2010","X601113","#DIV/0!"
"57179","2011","X601113","#DIV/0!"
"57180","2012","X601113","#DIV/0!"
"57181","2013","X601113","-1.079192079"
"57182","2014","X601113","-1.416779788"
"57183","2015","X601113","-1.565633925"
"57184","1995","X601116",""
"57185","1996","X601116",""
"57186","1997","X601116",""
"57187","1998","X601116",""
"57188","1999","X601116",""
"57189","2000","X601116","#DIV/0!"
"57190","2001","X601116","#DIV/0!"
"57191","2002","X601116","#DIV/0!"
"57192","2003","X601116","#DIV/0!"
"57193","2004","X601116","#DIV/0!"
"57194","2005","X601116","#DIV/0!"
"57195","2006","X601116","#DIV/0!"
"57196","2007","X601116","#DIV/0!"
"57197","2008","X601116","#DIV/0!"
"57198","2009","X601116","#DIV/0!"
"57199","2010","X601116","#DIV/0!"
"57200","2011","X601116","#DIV/0!"
"57201","2012","X601116","-3.54213539"
"57202","2013","X601116","-3.866398734"
"57203","2014","X601116","-3.056770271"
"57204","2015","X601116","-2.563981845"
"57205","1995","X601117",""
"57206","1996","X601117",""
"57207","1997","X601117",""
"57208","1998","X601117",""
"57209","1999","X601117",""
"57210","2000","X601117","#DIV/0!"
"57211","2001","X601117","#DIV/0!"
"57212","2002","X601117","#DIV/0!"
"57213","2003","X601117","#DIV/0!"
"57214","2004","X601117","#DIV/0!"
"57215","2005","X601117","#DIV/0!"
"57216","2006","X601117","#DIV/0!"
"57217","2007","X601117","#DIV/0!"
"57218","2008","X601117","#DIV/0!"
"57219","2009","X601117","#DIV/0!"
"57220","2010","X601117","#DIV/0!"
"57221","2011","X601117","-4.017365936"
"57222","2012","X601117","-4.242870338"
"57223","2013","X601117","-3.367630981"
"57224","2014","X601117","-3.021349018"
"57225","2015","X601117","-2.822409907"
"57226","1995","X601118",""
"57227","1996","X601118",""
"57228","1997","X601118",""
"57229","1998","X601118",""
"57230","1999","X601118",""
"57231","2000","X601118","#DIV/0!"
"57232","2001","X601118","#DIV/0!"
"57233","2002","X601118","#DIV/0!"
"57234","2003","X601118","#DIV/0!"
"57235","2004","X601118","#DIV/0!"
"57236","2005","X601118","#DIV/0!"
"57237","2006","X601118","#DIV/0!"
"57238","2007","X601118","#DIV/0!"
"57239","2008","X601118","#DIV/0!"
"57240","2009","X601118","#DIV/0!"
"57241","2010","X601118","#DIV/0!"
"57242","2011","X601118","#DIV/0!"
"57243","2012","X601118","-2.40968791"
"57244","2013","X601118","-2.494689606"
"57245","2014","X601118","-2.685378931"
"57246","2015","X601118","-2.81780812"
"57247","1995","X601126",""
"57248","1996","X601126",""
"57249","1997","X601126",""
"57250","1998","X601126",""
"57251","1999","X601126",""
"57252","2000","X601126","#DIV/0!"
"57253","2001","X601126","#DIV/0!"
"57254","2002","X601126","#DIV/0!"
"57255","2003","X601126","#DIV/0!"
"57256","2004","X601126","#DIV/0!"
"57257","2005","X601126","#DIV/0!"
"57258","2006","X601126","#DIV/0!"
"57259","2007","X601126","#DIV/0!"
"57260","2008","X601126","#DIV/0!"
"57261","2009","X601126","#DIV/0!"
"57262","2010","X601126","#DIV/0!"
"57263","2011","X601126","#DIV/0!"
"57264","2012","X601126","-2.108554645"
"57265","2013","X601126","-2.391005005"
"57266","2014","X601126","-2.528771134"
"57267","2015","X601126","-2.660769052"
"57268","1995","X601137",""
"57269","1996","X601137",""
"57270","1997","X601137",""
"57271","1998","X601137",""
"57272","1999","X601137",""
"57273","2000","X601137","#DIV/0!"
"57274","2001","X601137","#DIV/0!"
"57275","2002","X601137","#DIV/0!"
"57276","2003","X601137","#DIV/0!"
"57277","2004","X601137","#DIV/0!"
"57278","2005","X601137","#DIV/0!"
"57279","2006","X601137","#DIV/0!"
"57280","2007","X601137","#DIV/0!"
"57281","2008","X601137","#DIV/0!"
"57282","2009","X601137","#DIV/0!"
"57283","2010","X601137","#DIV/0!"
"57284","2011","X601137","#DIV/0!"
"57285","2012","X601137","-2.48266169"
"57286","2013","X601137","-2.795601116"
"57287","2014","X601137","-2.238463605"
"57288","2015","X601137","-2.381565148"
"57289","1995","X601139",""
"57290","1996","X601139",""
"57291","1997","X601139",""
"57292","1998","X601139",""
"57293","1999","X601139",""
"57294","2000","X601139","#DIV/0!"
"57295","2001","X601139","#DIV/0!"
"57296","2002","X601139","#DIV/0!"
"57297","2003","X601139","#DIV/0!"
"57298","2004","X601139","#DIV/0!"
"57299","2005","X601139","#DIV/0!"
"57300","2006","X601139","#DIV/0!"
"57301","2007","X601139","#DIV/0!"
"57302","2008","X601139","#DIV/0!"
"57303","2009","X601139","#DIV/0!"
"57304","2010","X601139","#DIV/0!"
"57305","2011","X601139","-3.439122704"
"57306","2012","X601139","-3.725548431"
"57307","2013","X601139","-3.786266574"
"57308","2014","X601139","-3.544701777"
"57309","2015","X601139","-3.583876541"
"57310","1995","X601155",""
"57311","1996","X601155",""
"57312","1997","X601155",""
"57313","1998","X601155",""
"57314","1999","X601155",""
"57315","2000","X601155","#DIV/0!"
"57316","2001","X601155","#DIV/0!"
"57317","2002","X601155","#DIV/0!"
"57318","2003","X601155","#DIV/0!"
"57319","2004","X601155","#DIV/0!"
"57320","2005","X601155","#DIV/0!"
"57321","2006","X601155","#DIV/0!"
"57322","2007","X601155","#DIV/0!"
"57323","2008","X601155","#DIV/0!"
"57324","2009","X601155","#DIV/0!"
"57325","2010","X601155","#DIV/0!"
"57326","2011","X601155","#DIV/0!"
"57327","2012","X601155","#DIV/0!"
"57328","2013","X601155","#DIV/0!"
"57329","2014","X601155","#DIV/0!"
"57330","2015","X601155","#DIV/0!"
"57331","1995","X601158",""
"57332","1996","X601158",""
"57333","1997","X601158",""
"57334","1998","X601158",""
"57335","1999","X601158",""
"57336","2000","X601158","#DIV/0!"
"57337","2001","X601158","#DIV/0!"
"57338","2002","X601158","#DIV/0!"
"57339","2003","X601158","#DIV/0!"
"57340","2004","X601158","#DIV/0!"
"57341","2005","X601158","#DIV/0!"
"57342","2006","X601158","#DIV/0!"
"57343","2007","X601158","#DIV/0!"
"57344","2008","X601158","#DIV/0!"
"57345","2009","X601158","#DIV/0!"
"57346","2010","X601158","#DIV/0!"
"57347","2011","X601158","#DIV/0!"
"57348","2012","X601158","-4.52896132"
"57349","2013","X601158","-4.861607689"
"57350","2014","X601158","-4.669112231"
"57351","2015","X601158","-4.731509516"
"57352","1995","X601166",""
"57353","1996","X601166",""
"57354","1997","X601166",""
"57355","1998","X601166",""
"57356","1999","X601166",""
"57357","2000","X601166","#DIV/0!"
"57358","2001","X601166","#DIV/0!"
"57359","2002","X601166","#DIV/0!"
"57360","2003","X601166","#DIV/0!"
"57361","2004","X601166","#DIV/0!"
"57362","2005","X601166","#DIV/0!"
"57363","2006","X601166","#DIV/0!"
"57364","2007","X601166","#DIV/0!"
"57365","2008","X601166","-4.768702574"
"57366","2009","X601166","-4.325697826"
"57367","2010","X601166","-3.842042165"
"57368","2011","X601166","-3.688136421"
"57369","2012","X601166","-3.517383353"
"57370","2013","X601166","-3.512595992"
"57371","2014","X601166","-3.612020531"
"57372","2015","X601166","-2.842735549"
"57373","1995","X601168",""
"57374","1996","X601168",""
"57375","1997","X601168",""
"57376","1998","X601168",""
"57377","1999","X601168",""
"57378","2000","X601168","#DIV/0!"
"57379","2001","X601168","#DIV/0!"
"57380","2002","X601168","#DIV/0!"
"57381","2003","X601168","#DIV/0!"
"57382","2004","X601168","#DIV/0!"
"57383","2005","X601168","#DIV/0!"
"57384","2006","X601168","#DIV/0!"
"57385","2007","X601168","#DIV/0!"
"57386","2008","X601168","#DIV/0!"
"57387","2009","X601168","-1.690789146"
"57388","2010","X601168","-1.916143989"
"57389","2011","X601168","-2.11886889"
"57390","2012","X601168","-2.065723338"
"57391","2013","X601168","-2.804962345"
"57392","2014","X601168","-2.775316855"
"57393","2015","X601168","-2.768369527"
"57394","1995","X601169",""
"57395","1996","X601169",""
"57396","1997","X601169",""
"57397","1998","X601169",""
"57398","1999","X601169",""
"57399","2000","X601169","#DIV/0!"
"57400","2001","X601169","#DIV/0!"
"57401","2002","X601169","#DIV/0!"
"57402","2003","X601169","#DIV/0!"
"57403","2004","X601169","#DIV/0!"
"57404","2005","X601169","#DIV/0!"
"57405","2006","X601169","#DIV/0!"
"57406","2007","X601169","#DIV/0!"
"57407","2008","X601169","#DIV/0!"
"57408","2009","X601169","-3.268639072"
"57409","2010","X601169","-3.356864443"
"57410","2011","X601169","-3.553836481"
"57411","2012","X601169","-3.560332558"
"57412","2013","X601169","-3.323634525"
"57413","2014","X601169","-3.419674453"
"57414","2015","X601169","-3.309694524"
"57415","1995","X601177",""
"57416","1996","X601177",""
"57417","1997","X601177",""
"57418","1998","X601177",""
"57419","1999","X601177",""
"57420","2000","X601177","#DIV/0!"
"57421","2001","X601177","#DIV/0!"
"57422","2002","X601177","#DIV/0!"
"57423","2003","X601177","#DIV/0!"
"57424","2004","X601177","#DIV/0!"
"57425","2005","X601177","#DIV/0!"
"57426","2006","X601177","#DIV/0!"
"57427","2007","X601177","#DIV/0!"
"57428","2008","X601177","#DIV/0!"
"57429","2009","X601177","#DIV/0!"
"57430","2010","X601177","#DIV/0!"
"57431","2011","X601177","#DIV/0!"
"57432","2012","X601177","-2.651324358"
"57433","2013","X601177","-2.921051789"
"57434","2014","X601177","-3.121031972"
"57435","2015","X601177","-3.264174513"
"57436","1995","X601179",""
"57437","1996","X601179",""
"57438","1997","X601179",""
"57439","1998","X601179",""
"57440","1999","X601179",""
"57441","2000","X601179","#DIV/0!"
"57442","2001","X601179","#DIV/0!"
"57443","2002","X601179","#DIV/0!"
"57444","2003","X601179","#DIV/0!"
"57445","2004","X601179","#DIV/0!"
"57446","2005","X601179","#DIV/0!"
"57447","2006","X601179","#DIV/0!"
"57448","2007","X601179","#DIV/0!"
"57449","2008","X601179","#DIV/0!"
"57450","2009","X601179","#DIV/0!"
"57451","2010","X601179","#DIV/0!"
"57452","2011","X601179","-2.94577106"
"57453","2012","X601179","-3.237214092"
"57454","2013","X601179","-3.278034719"
"57455","2014","X601179","-3.416318927"
"57456","2015","X601179","-3.640672523"
"57457","1995","X601186",""
"57458","1996","X601186",""
"57459","1997","X601186",""
"57460","1998","X601186",""
"57461","1999","X601186",""
"57462","2000","X601186","#DIV/0!"
"57463","2001","X601186","#DIV/0!"
"57464","2002","X601186","#DIV/0!"
"57465","2003","X601186","#DIV/0!"
"57466","2004","X601186","#DIV/0!"
"57467","2005","X601186","#DIV/0!"
"57468","2006","X601186","#DIV/0!"
"57469","2007","X601186","#DIV/0!"
"57470","2008","X601186","#DIV/0!"
"57471","2009","X601186","-3.924840314"
"57472","2010","X601186","-3.984370893"
"57473","2011","X601186","-3.621689432"
"57474","2012","X601186","-3.053585329"
"57475","2013","X601186","-3.146000132"
"57476","2014","X601186","-3.095612535"
"57477","2015","X601186","-3.667037923"
"57478","1995","X601188",""
"57479","1996","X601188",""
"57480","1997","X601188",""
"57481","1998","X601188",""
"57482","1999","X601188",""
"57483","2000","X601188","#DIV/0!"
"57484","2001","X601188","#DIV/0!"
"57485","2002","X601188","#DIV/0!"
"57486","2003","X601188","#DIV/0!"
"57487","2004","X601188","#DIV/0!"
"57488","2005","X601188","#DIV/0!"
"57489","2006","X601188","#DIV/0!"
"57490","2007","X601188","#DIV/0!"
"57491","2008","X601188","#DIV/0!"
"57492","2009","X601188","#DIV/0!"
"57493","2010","X601188","#DIV/0!"
"57494","2011","X601188","#DIV/0!"
"57495","2012","X601188","-2.400678261"
"57496","2013","X601188","-2.688613728"
"57497","2014","X601188","-2.886542079"
"57498","2015","X601188","-2.655924175"
"57499","1995","X601198",""
"57500","1996","X601198",""
"57501","1997","X601198",""
"57502","1998","X601198",""
"57503","1999","X601198",""
"57504","2000","X601198","#DIV/0!"
"57505","2001","X601198","#DIV/0!"
"57506","2002","X601198","#DIV/0!"
"57507","2003","X601198","#DIV/0!"
"57508","2004","X601198","#DIV/0!"
"57509","2005","X601198","#DIV/0!"
"57510","2006","X601198","#DIV/0!"
"57511","2007","X601198","#DIV/0!"
"57512","2008","X601198","#DIV/0!"
"57513","2009","X601198","#DIV/0!"
"57514","2010","X601198","#DIV/0!"
"57515","2011","X601198","#DIV/0!"
"57516","2012","X601198","#DIV/0!"
"57517","2013","X601198","#DIV/0!"
"57518","2014","X601198","#DIV/0!"
"57519","2015","X601198","#DIV/0!"
"57520","1995","X601199",""
"57521","1996","X601199",""
"57522","1997","X601199",""
"57523","1998","X601199",""
"57524","1999","X601199",""
"57525","2000","X601199","#DIV/0!"
"57526","2001","X601199","#DIV/0!"
"57527","2002","X601199","#DIV/0!"
"57528","2003","X601199","#DIV/0!"
"57529","2004","X601199","#DIV/0!"
"57530","2005","X601199","#DIV/0!"
