"","CLASS_NAME","Band1","Band2","Band3","Band4"
"300","Agriculture",0.0612964928150177,0.0716989934444427,0.091394267976284,0.120783001184464
"301","Agriculture",0.0595983527600765,0.0746951326727867,0.10229529440403,0.14578703045845
"302","Agriculture",0.0402996055781841,0.0563947893679142,0.0443934798240662,0.253686636686325
"303","Agriculture",0.0456925630569458,0.055397342890501,0.0477986335754395,0.239088729023933
"304","Agriculture",0.0378932692110538,0.045196995139122,0.0331950709223747,0.26779243350029
"305","Agriculture",0.0616951063275337,0.0740996971726418,0.0967923477292061,0.181780427694321
"306","Agriculture",0.0558988079428673,0.0716989934444427,0.0759905055165291,0.178880989551544
"307","Agriculture",0.0555999092757702,0.0653923600912094,0.0739910006523132,0.128885135054588
"308","Agriculture",0.0518917180597782,0.0621929615736008,0.0813887193799019,0.15858305990696
"309","Agriculture",0.0535942018032074,0.0670959874987602,0.0801975652575493,0.16709016263485
"310","Agriculture",0.0584980025887489,0.0733979046344757,0.0953847169876099,0.198886588215828
"311","Agriculture",0.0666984990239143,0.0766941234469414,0.103086784482002,0.172177791595459
"312","Agriculture",0.0623925477266312,0.0774927213788033,0.110292561352253,0.15289631485939
"313","Agriculture",0.050098218023777,0.0604940764605999,0.0568915829062462,0.185684785246849
"314","Agriculture",0.0445965342223644,0.0570962354540825,0.0426957830786705,0.258089929819107
"315","Agriculture",0.0621975474059582,0.0740949660539627,0.103286735713482,0.168286323547363
"316","Agriculture",0.0407973453402519,0.0495988316833973,0.0381927937269211,0.226180091500282
"317","Agriculture",0.072499081492424,0.0895932838320732,0.106390170753002,0.187185809016228
"318","Agriculture",0.0509949661791325,0.0672992765903473,0.0627855136990547,0.285994321107864
"319","Agriculture",0.0587969534099102,0.0683980211615562,0.0903945192694664,0.141882866621017
"320","Agriculture",0.0551970340311527,0.0755905583500862,0.0734866484999657,0.25527960062027
"321","Agriculture",0.0511942431330681,0.0546955317258835,0.0662888139486313,0.102594390511513
"322","Agriculture",0.0604994036257267,0.0754937455058098,0.100487574934959,0.210383787751198
"323","Agriculture",0.0380999967455864,0.0462999939918518,0.032600000500679,0.27130001783371
"324","Agriculture",0.0531999543309212,0.0658956319093704,0.0686967447400093,0.196075528860092
"325","Agriculture",0.053399994969368,0.0672999992966652,0.0769999995827675,0.210999995470047
"326","Agriculture",0.043595839291811,0.0541921593248844,0.0408876538276672,0.271189868450165
"327","Agriculture",0.0568995103240013,0.0632916614413261,0.0795892924070358,0.130486771464348
"328","Agriculture",0.0579955615103245,0.0680931285023689,0.0940894484519958,0.15498274564743
"329","Agriculture",0.0409973338246346,0.0535960160195827,0.053992185741663,0.234792694449425
"330","Agriculture",0.0363999977707863,0.0414999946951866,0.031300000846386,0.218399986624718
"331","Agriculture",0.0314929187297821,0.0400908514857292,0.0295872930437326,0.244481310248375
"332","Agriculture",0.059799998998642,0.0753999948501587,0.108099989593029,0.196399986743927
"333","Agriculture",0.0441999956965446,0.052499994635582,0.0640999972820282,0.164699986577034
"334","Agriculture",0.0399999991059303,0.0544999986886978,0.0384000018239021,0.278899997472763
"335","Agriculture",0.0568995103240013,0.072599284350872,0.0817971602082253,0.15888723731041
"336","Agriculture",0.0658928453922272,0.0827926844358444,0.105094581842422,0.201684609055519
"337","Agriculture",0.0629990175366402,0.0704938396811485,0.0784853547811508,0.154791355133057
"338","Agriculture",0.0469964891672134,0.0544922687113285,0.0440953113138676,0.244697362184525
"339","Agriculture",0.0609933584928513,0.0683980211615562,0.0759988650679588,0.201989442110062
"340","Agriculture",0.0562973469495773,0.0672992765903473,0.0857958644628525,0.139198735356331
"341","Agriculture",0.0559984110295773,0.0655955374240875,0.0869956389069557,0.157577633857727
"342","Agriculture",0.0556995309889317,0.0739933028817177,0.0796850025653839,0.244595944881439
"343","Agriculture",0.0451986864209175,0.0609925873577595,0.0466859266161919,0.261396914720535
"344","Agriculture",0.0473950579762459,0.058098167181015,0.0531884580850601,0.215878024697304
"345","Agriculture",0.0362999960780144,0.0459999963641167,0.0355999991297722,0.243299975991249
"346","Agriculture",0.0608937479555607,0.0750967711210251,0.0857958644628525,0.158175095915794
"347","Agriculture",0.0617990270256996,0.0709923803806305,0.0911941155791283,0.149780571460724
"348","Agriculture",0.0580994635820389,0.0704986080527306,0.0959843248128891,0.174581781029701
"349","Agriculture",0.0556995309889317,0.0687949731945992,0.0764944180846214,0.170079678297043
"350","Agriculture",0.0429937578737736,0.0530910827219486,0.0496850125491619,0.24388775229454
"351","Agriculture",0.0335999950766563,0.0411999970674515,0.0307000000029802,0.215499982237816
"352","Agriculture",0.0381981171667576,0.0451991334557533,0.0365846008062363,0.226993456482887
"353","Agriculture",0.0479999929666519,0.0650999993085861,0.0641999989748001,0.251599997282028
"354","Agriculture",0.0391999930143356,0.0457999929785728,0.0341999977827072,0.219899997115135
"355","Agriculture",0.0550930947065353,0.0670912489295006,0.0835879892110825,0.169799134135246
"356","Agriculture",0.0378932692110538,0.0444972440600395,0.0343963764607906,0.243693083524704
"357","Agriculture",0.0452983230352402,0.0613943450152874,0.0467902459204197,0.254580020904541
"358","Agriculture",0.0425994694232941,0.0526965446770191,0.044599574059248,0.227986246347427
"359","Agriculture",0.0411915630102158,0.051694642752409,0.0420873239636421,0.240386456251144
"360","Agriculture",0.0584980025887489,0.0665974766016006,0.0870998427271843,0.115886256098747
"361","Agriculture",0.0494999960064888,0.0656999945640564,0.0734999999403954,0.251300007104874
"362","Agriculture",0.0366999953985214,0.0445999950170517,0.0337999984622002,0.232700005173683
"363","Agriculture",0.0514931604266167,0.0690998360514641,0.08269252628088,0.197576180100441
"364","Agriculture",0.0517920590937138,0.0623962208628654,0.0705918371677399,0.193099215626717
"365","Agriculture",0.0438999980688095,0.0559999942779541,0.0458999946713448,0.242400005459785
"366","Agriculture",0.0434962064027786,0.0545939020812511,0.0481984727084637,0.213194310665131
"367","Agriculture",0.0511942431330681,0.0713941007852554,0.0651847794651985,0.258395135402679
"368","Agriculture",0.0433922447264194,0.0525949113070965,0.041096281260252,0.24089489877224
"369","Agriculture",0.0535942018032074,0.058098167181015,0.0686967447400093,0.0999770388007164
"370","Agriculture",0.0374928936362267,0.05049117654562,0.0331950709223747,0.297883927822113
"371","Agriculture",0.0372999981045723,0.0458999946713448,0.033500000834465,0.252999991178513
"372","Agriculture",0.0806994959712029,0.0977924093604088,0.120690740644932,0.179579839110374
"373","Agriculture",0.0443999990820885,0.0593999922275543,0.0474999994039536,0.288500010967255
"374","Agriculture",0.0384970270097256,0.0477934665977955,0.0364889875054359,0.249899297952652
"375","Agriculture",0.0496953539550304,0.068296380341053,0.0555962473154068,0.252176374197006
"376","Agriculture",0.0433995723724365,0.0681957751512527,0.063693679869175,0.232791513204575
"377","Agriculture",0.0543999001383781,0.0574931725859642,0.0691836848855019,0.116586603224277
"378","Agriculture",0.0490975193679333,0.0600923411548138,0.0544836409389973,0.2188920378685
"379","Agriculture",0.0342999994754791,0.0434999987483025,0.031300000846386,0.273100018501282
"380","Agriculture",0.0552966445684433,0.0743950605392456,0.0671842023730278,0.267082273960114
"381","Agriculture",0.0441999956965446,0.0622999966144562,0.0464999973773956,0.300999999046326
"382","Agriculture",0.041897676885128,0.0578949004411697,0.0546836815774441,0.199878379702568
"383","Agriculture",0.0498989336192608,0.0579917021095753,0.0643936693668365,0.188584744930267
"384","Agriculture",0.053299568593502,0.0672992765903473,0.0858913362026215,0.157183051109314
"385","Agriculture",0.0496953539550304,0.0607989579439163,0.0565958991646767,0.201175734400749
"386","Agriculture",0.0537977702915668,0.0649953782558441,0.0759988650679588,0.152184352278709
"387","Agriculture",0.0419975779950619,0.0557983815670013,0.0601994022727013,0.196997821331024
"388","Agriculture",0.0417980402708054,0.0558958947658539,0.045095082372427,0.270592302083969
"389","Agriculture",0.0459957830607891,0.0587951578199863,0.0552834458649158,0.221092402935028
"390","Agriculture",0.0497993156313896,0.072395995259285,0.0654890984296799,0.267488926649094
"391","Agriculture",0.0410999953746796,0.0539999976754189,0.0367999970912933,0.272799998521805
"392","Agriculture",0.0792918279767036,0.0928987860679626,0.125897079706192,0.22317835688591
"393","Agriculture",0.0597976073622704,0.0743950605392456,0.0946890711784363,0.141082003712654
"394","Agriculture",0.0427944213151932,0.0550924502313137,0.0438954345881939,0.277587205171585
"395","Agriculture",0.0375999957323074,0.0434999987483025,0.0336000025272369,0.245499983429909
"396","Agriculture",0.0383999943733215,0.0446999967098236,0.0329999998211861,0.234699979424477
"397","Agriculture",0.0503971241414547,0.0588919706642628,0.0640895590186119,0.162384957075119
"398","Agriculture",0.0578915737569332,0.0729961842298508,0.09109877794981,0.137188792228699
"399","Agriculture",0.0474990010261536,0.0600923411548138,0.0536838732659817,0.207878246903419
"400","Agriculture",0.0663996636867523,0.0808905139565468,0.108997508883476,0.196775436401367
"401","Agriculture",0.0604994036257267,0.0673960447311401,0.0737909078598022,0.163886621594429
"402","Agriculture",0.0400999933481216,0.0530999973416328,0.0407999977469444,0.270799994468689
"403","Agriculture",0.0659925565123558,0.0839978381991386,0.0998876765370369,0.121278896927834
"404","Agriculture",0.0543956384062767,0.0665974766016006,0.0848919004201889,0.171287998557091
"405","Agriculture",0.0568952299654484,0.0746951326727867,0.0830924436450005,0.222377121448517
"406","Agriculture",0.0497993156313896,0.0585918687283993,0.0626900345087051,0.195478230714798
"407","Agriculture",0.0771994143724442,0.0993945077061653,0.136989831924438,0.189780026674271
"408","Agriculture",0.0379999950528145,0.0459999963641167,0.0333999991416931,0.248500004410744
"409","Agriculture",0.0432926006615162,0.0547971650958061,0.0611859932541847,0.17937695980072
"410","Agriculture",0.0407973453402519,0.0488970167934895,0.0418873578310013,0.247178062796593
"411","Agriculture",0.0491999983787537,0.0735999941825867,0.0596999973058701,0.298600018024445
"412","Agriculture",0.0801971629261971,0.101393468677998,0.140886515378952,0.21639908850193
"413","Agriculture",0.0434999987483025,0.055699996650219,0.0503999963402748,0.214499995112419
"414","Agriculture",0.0364999994635582,0.0454999953508377,0.0339000001549721,0.240699991583824
"415","Agriculture",0.0463999956846237,0.0550999939441681,0.0529999956488609,0.206399992108345
"416","Agriculture",0.0610971935093403,0.069095067679882,0.0728869438171387,0.198085233569145
"417","Agriculture",0.0460999980568886,0.0644999966025352,0.0520999953150749,0.275700002908707
"418","Agriculture",0.0503971241414547,0.0631948634982109,0.0571958050131798,0.246376752853394
"419","Agriculture",0.0585976131260395,0.068296380341053,0.0962887927889824,0.144884377717972
"420","Agriculture",0.0517920590937138,0.0562976002693176,0.0619943849742413,0.103599533438683
