"CLASS_NAME","Band1","Band2","Band3","Band4"
"Agriculture",0.0672921612858772,0.0845979824662209,0.129287600517273,0.210485592484474
"Agriculture",0.0419999957084656,0.0520999953150749,0.0427999943494797,0.229699984192848
"Agriculture",0.0357999950647354,0.0421999990940094,0.0329999998211861,0.227199986577034
"Agriculture",0.0469964891672134,0.0601987689733505,0.0573957078158855,0.227578923106194
"Agriculture",0.0362944453954697,0.044292226433754,0.0321901701390743,0.251982510089874
"Agriculture",0.0499971844255924,0.0836968049407005,0.0745954215526581,0.326689451932907
"Agriculture",0.0597976073622704,0.0743950605392456,0.0982964113354683,0.166288763284683
"Agriculture",0.0580994635820389,0.0701937898993492,0.0842921212315559,0.200577810406685
"Agriculture",0.0549999922513962,0.0712999925017357,0.0887999981641769,0.207699984312057
"Agriculture",0.0573976822197437,0.0614959411323071,0.0818928107619286,0.134887307882309
"Agriculture",0.059799998998642,0.0751999989151955,0.111199997365475,0.209699988365173
"Agriculture",0.0726984143257141,0.0863985270261765,0.107493676245213,0.171580374240875
"Agriculture",0.0389999970793724,0.0504999980330467,0.0418999940156937,0.228200003504753
"Agriculture",0.0573976822197437,0.0751984417438507,0.0850833356380463,0.202498152852058
"Agriculture",0.0483999997377396,0.0575999990105629,0.0531999990344048,0.229399994015694
"Agriculture",0.0626957714557648,0.0736931934952736,0.0919855087995529,0.178587257862091
"Agriculture",0.0533992126584053,0.0630932524800301,0.072991281747818,0.186981931328773
"Agriculture",0.0502974689006805,0.0638966783881187,0.0568829141557217,0.268786668777466
"Agriculture",0.0636921748518944,0.0804983898997307,0.112996608018875,0.227375403046608
"Agriculture",0.0386963076889515,0.0461913757026196,0.0374886766076088,0.240475326776505
"Agriculture",0.0609999895095825,0.0734999924898148,0.109899990260601,0.185799986124039
"Agriculture",0.0474990010261536,0.0563992522656918,0.047789953649044,0.217594861984253
"Agriculture",0.0621975474059582,0.0804983898997307,0.10009603947401,0.197398021817207
"Agriculture",0.0626957714557648,0.0757985636591911,0.104399085044861,0.178574904799461
"Agriculture",0.0367999970912933,0.0491999983787537,0.0336000025272369,0.265900015830994
"Agriculture",0.0609933584928513,0.0700921043753624,0.0864830166101456,0.146283060312271
"Agriculture",0.0554916225373745,0.0635965690016747,0.0758859515190125,0.125183686614037
"Agriculture",0.0512981824576855,0.0589936040341854,0.0737995803356171,0.15097764134407
"Agriculture",0.068492092192173,0.0875943675637245,0.11449158936739,0.214987531304359
"Agriculture",0.0522988587617874,0.0649905800819397,0.0735996291041374,0.17928758263588
"Agriculture",0.0639954060316086,0.0780930146574974,0.10819773375988,0.166288763284683
"Agriculture",0.0483914166688919,0.0640999674797058,0.0589953027665615,0.251476913690567
"Agriculture",0.0404941141605377,0.0477934665977955,0.0376886017620564,0.229092195630074
"Agriculture",0.041299857199192,0.0535919889807701,0.044599574059248,0.287088096141815
"Agriculture",0.0482917837798595,0.0599906854331493,0.0611859932541847,0.201989442110062
"Agriculture",0.0593990944325924,0.0709971785545349,0.091394267976284,0.116280630230904
"Agriculture",0.0543956384062767,0.0646904855966568,0.0828924104571342,0.165678724646568
"Agriculture",0.0484999939799309,0.0615999922156334,0.058399997651577,0.231800004839897
"Agriculture",0.053299568593502,0.0604940764605999,0.0615859031677246,0.178180694580078
"Agriculture",0.0392984598875046,0.0478999279439449,0.0378885604441166,0.259094774723053
"Agriculture",0.0669974833726883,0.08139868080616,0.103486597537994,0.205576568841934
"Agriculture",0.0863959789276123,0.106998011469841,0.147986546158791,0.210180312395096
"Agriculture",0.0447999984025955,0.0594999939203262,0.0473999977111816,0.266200006008148
"Agriculture",0.06379184871912,0.0739933028817177,0.0942977517843246,0.16777728497982
"Agriculture",0.0352999940514565,0.0485999956727028,0.033100001513958,0.293900012969971
"Agriculture",0.0555999092757702,0.0623962208628654,0.0744950175285339,0.056783813983202
"Agriculture",0.0774980634450912,0.0803920552134514,0.102199696004391,0.192883253097534
"Agriculture",0.0474990010261536,0.0587951578199863,0.0605948232114315,0.192285433411598
"Agriculture",0.0650914236903191,0.0750967711210251,0.0869956389069557,0.185493558645248
"Agriculture",0.0650914236903191,0.0788915082812309,0.11368366330862,0.189283952116966
"Agriculture",0.0672963261604309,0.0786978900432587,0.107493676245213,0.17108453810215
"Agriculture",0.0527970679104328,0.0672992765903473,0.0713829919695854,0.195286899805069
"Agriculture",0.0459957830607891,0.061094231903553,0.061290331184864,0.228482022881508
"Agriculture",0.0343999937176704,0.0418999940156937,0.0292999986559153,0.258700013160706
"Agriculture",0.0453979633748531,0.0595937818288803,0.0511975325644016,0.218180030584335
"Agriculture",0.0392984598875046,0.046893198043108,0.0389838889241219,0.233887270092964
"Agriculture",0.054499514400959,0.0632916614413261,0.0737909078598022,0.115378886461258
"Agriculture",0.0603997893631458,0.0704986080527306,0.0979921519756317,0.179478526115417
"Agriculture",0.0526999980211258,0.0653999969363213,0.0758999958634377,0.186199992895126
"Agriculture",0.0596980005502701,0.0714957341551781,0.09769656509161,0.16298271715641
"Agriculture",0.0556995309889317,0.0729961842298508,0.0890907347202301,0.152794167399406
"Agriculture",0.0654942989349365,0.076698899269104,0.104390509426594,0.165996327996254
"Agriculture",0.0609933584928513,0.0709971785545349,0.0975924208760262,0.146486431360245
"Agriculture",0.0601999908685684,0.0759999975562096,0.0963999927043915,0.247799977660179
"Agriculture",0.0346999987959862,0.0450999960303307,0.0328999981284142,0.280499994754791
"Agriculture",0.0444999933242798,0.0665999948978424,0.0467999950051308,0.293999999761581
"Agriculture",0.0479971803724766,0.0600923411548138,0.0539967305958271,0.223699539899826
"Agriculture",0.0694927796721458,0.0794917419552803,0.107685171067715,0.193099215626717
"Agriculture",0.0406933836638927,0.055397342890501,0.0396880693733692,0.266484498977661
"Agriculture",0.0520996041595936,0.0672992765903473,0.0737995803356171,0.196177169680595
